Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3097,2144,2449,3177,5087,5154,4825,5437,6925,4083,3996,4745
  └─ Sales Growth %,20.80%,-30.77%,14.22%,29.74%,60.12%,1.32%,-6.39%,12.68%,27.37%,-41.04%,-2.13%,18.74%
Expenses,2634,1685,1929,2431,3968,4085,4015,4772,6030,3612,3580,4176
  └─ Material Cost %,59%,45%,41%,40%,49%,48%,50%,51%,48%,41%,50%,50%
    └─ Raw material cost,1855,973,1106,1255,2622,2370,2535,3089,3165,1674,1957,2461
    └─ Change in inventory,-31,-12,-106,16,-135,98,-140,-320,134,11,44,-76
  └─ Manufacturing Cost %,10%,12%,12%,11%,9%,8%,9%,10%,10%,16%,14%,0%
  └─ Employee Cost %,6%,10%,12%,11%,10%,12%,13%,12%,13%,18%,15%,14%
  └─ Other Cost %,11%,12%,14%,15%,10%,11%,11%,15%,16%,14%,11%,24%
Operating Profit,463,459,519,746,1120,1069,811,665,895,471,416,569
OPM %,15%,21%,21%,23%,22%,21%,17%,12%,13%,12%,10%,12%
Other Income,49,10,20,38,37,-25,54,-22,-64,74,-15,75
  └─ Exceptional items,16,0,-0,-2,2,-56,-1,-83,-107,35,-48,16
  └─ Other income normal,33,10,21,39,35,32,55,61,43,39,33,59
Interest,327,119,123,104,105,221,203,238,311,293,241,224
Depreciation,185,126,159,182,195,290,285,308,309,314,316,313
Profit before tax,0,225,257,497,856,533,377,97,211,-62,-156,107
Tax %,3355%,29%,15%,27%,32%,20%,30%,54%,40%,-8%,-21%,48%
Net Profit,-4,160,218,364,578,424,265,45,127,-57,-123,56
  └─ Minority share,1,-6,-16,-30,-15,9,10,15,14,6,0,0
  └─ Exceptional items AT,-12,0,-0,-1,1,-37,2,-8,-1,21,3,8
  └─ Profit excl Excep,8,160,218,365,576,462,264,53,128,-78,-126,48
  └─ Profit for PE,6,154,202,335,561,471,274,68,142,-70,-126,48
  └─ Profit for EPS,-3,154,201,334,563,434,275,60,141,-51,-123,56
  └─ Profit Growth %,115%,2503%,31%,66%,67%,-16%,-42%,-75%,109%,-149%,-81%,138%
EPS in Rs,-0.07,3.89,5.06,8.34,13.98,10.74,6.95,1.51,3.54,-1.28,-2.52,1.15
Dividend Payout %,-896%,3%,25%,24%,25%,33%,29%,33%,28%,0%,0%,0%
