Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,7477,8244,9786,11100,12878,19454,24165
  └─ Sales Growth %,,10.27%,18.70%,13.42%,16.02%,51.07%,24.22%
Expenses,4620,5209,6330,6862,8036,11592,14203
  └─ Manufacturing Cost %,61%,62%,62%,60%,60%,55%,0%
  └─ Employee Cost %,0%,0%,1%,1%,1%,1%,1%
  └─ Other Cost %,0%,1%,2%,1%,1%,3%,58%
Operating Profit,2856,3035,3456,4238,4842,7862,9962
OPM %,38%,37%,35%,38%,38%,40%,41%
Other Income,12,15,33,143,472,164,246
  └─ Exceptional items,12,5,2,102,62,42,-15
  └─ Other income normal,1,10,32,41,410,122,261
Interest,3204,2077,1612,2082,2500,3630,4290
Depreciation,1778,1956,1330,1506,1705,3472,4598
Profit before tax,-2113,-983,548,793,1109,924,1321
Tax %,0%,0%,0%,-0%,-1%,9%,16%
Net Profit,-2113,-983,547,797,1119,840,1107
  └─ Exceptional items AT,12,5,2,101,62,29,-10
  └─ Profit excl Excep,-2125,-988,545,696,1057,811,1116
  └─ Profit for PE,-2125,-988,545,696,1057,811,1116
  └─ Profit for EPS,-2113,-983,547,797,1119,840,1107
  └─ Profit Growth %,,54%,155%,28%,52%,-23%,38%
EPS in Rs,,-3.90,2.10,3.06,4.30,2.76,3.63
Dividend Payout %,0%,0%,0%,0%,0%,0%,463%
