Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2024,Mar 2025,Mar 2026
Sales,35,64,49,126,109,109
  └─ Sales Growth %,,81.74%,-23.32%,,-13.74%,0.64%
Expenses,26,52,35,84,69,74
  └─ Material Cost %,53.78%,60.01%,44.87%,46.45%,33.15%,38.32%
    └─ Raw material cost,20.92,38.80,25.99,63.36,37.52,40.92
    └─ Change in inventory,-1.98,-0.39,-3.97,-4.88,-1.52,0.96
  └─ Manufacturing Cost %,5.37%,4.53%,0.00%,5.71%,10.43%,0.00%
  └─ Employee Cost %,5.99%,6.23%,7.84%,6.70%,9.34%,10.43%
  └─ Other Cost %,10.08%,9.69%,19.48%,7.92%,10.98%,19.21%
Operating Profit,9,13,14,42,39,35
OPM %,25%,20%,28%,33%,36%,32%
Other Income,1,4,2,3,4,3
  └─ Exceptional items,0.00,0.00,0.00,0.18,0.50,0.00
  └─ Other income normal,1.17,3.91,2.09,2.88,3.23,3.03
Interest,0,1,0,1,2,4
Depreciation,1,2,3,6,10,10
Profit before tax,9,14,13,38,31,24
Tax %,28%,23%,25%,26%,26%,26%
Net Profit,6,10,10,28,23,18
  └─ Exceptional items AT,0.00,0.00,0.00,0.13,0.37,0.00
  └─ Profit excl Excep,6.24,10.47,9.75,27.98,22.70,17.76
  └─ Profit for PE,6.24,10.47,9.75,27.98,22.70,17.76
  └─ Profit for EPS,6.24,10.47,9.75,28.11,23.07,17.76
  └─ Profit Growth %,,67.79%,-6.88%,,-18.87%,-21.76%
EPS in Rs,4.88,8.18,7.62,21.96,17.97,13.83
Dividend Payout %,18%,13%,18%,2%,0%,0%
