Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,872,926,1014,1296,1590,1507,1720,1943,2023,1785,1860,1713
  └─ Sales Growth %,5.14%,6.17%,9.54%,27.83%,22.65%,-5.18%,14.14%,12.92%,4.13%,-11.79%,4.21%,-7.91%
Expenses,689,745,813,1054,1291,1234,1398,1602,1765,1518,1531,1492
  └─ Material Cost %,48.98%,50.16%,50.24%,53.93%,53.71%,51.51%,52.80%,51.29%,54.72%,46.21%,45.02%,44.48%
    └─ Raw material cost,432,448,495,715,869,782,907,1032,1122,805,883,799
    └─ Change in inventory,-5,16,15,-16,-15,-6,2,-36,-15,20,-45,-37
  └─ Manufacturing Cost %,13.87%,12.64%,12.69%,12.64%,13.98%,14.84%,13.90%,14.72%,14.90%,17.18%,16.65%,0.00%
  └─ Employee Cost %,10.44%,11.87%,11.55%,9.92%,8.62%,10.47%,9.65%,10.57%,11.05%,13.91%,13.37%,15.78%
  └─ Other Cost %,5.78%,5.79%,5.72%,4.86%,4.92%,5.05%,4.89%,5.90%,6.58%,7.73%,7.31%,26.87%
Operating Profit,182,181,201,242,298,273,323,341,258,267,328,220
OPM %,21%,20%,20%,19%,19%,18%,19%,18%,13%,15%,18%,13%
Other Income,2,2,-3,4,2,-12,5,5,5,2,5,-73
  └─ Exceptional items,0,0,-7,0,-0,-16,0,0,1,1,0,-85
  └─ Other income normal,2,2,3,4,2,4,5,5,4,2,4,12
Interest,60,62,48,49,58,52,36,31,48,56,75,62
Depreciation,64,67,69,86,93,82,85,96,109,118,134,164
Profit before tax,60,53,80,112,149,127,206,219,105,96,124,-78
Tax %,32%,23%,16%,31%,31%,33%,36%,27%,26%,27%,27%,-38%
Net Profit,40,41,68,77,103,84,133,160,78,70,91,-49
  └─ Exceptional items AT,0,0,-5,0,-0,-10,0,0,0,0,0,-85
  └─ Profit excl Excep,40,41,73,77,103,95,133,160,78,69,90,36
  └─ Profit for PE,40,41,73,77,103,95,133,160,78,69,90,36
  └─ Profit for EPS,40,41,68,77,103,84,133,160,78,70,91,-49
  └─ Profit Growth %,-37%,2%,76%,6%,34%,-8%,40%,20%,-51%,-11%,31%,-60%
EPS in Rs,3.28,3.34,5.49,6.26,8.36,6.85,10.80,13.02,6.36,5.64,7.36,-3.96
Dividend Payout %,20%,20%,15%,13%,14%,18%,19%,12%,19%,21%,11%,-15%
