Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,5.40,7.34,7.39,5.79,11.13,12.43,14.67,13.91,13.07,16.11
  └─ Sales Growth %,,35.93%,0.68%,-21.65%,92.23%,11.68%,18.02%,-5.18%,-6.04%,23.26%
Interest,0.70,2.09,1.36,1.69,2.68,3.41,5.02,2.67,2.51,1.03
Expenses,1.90,1.88,2.17,2.22,2.88,2.89,3.17,3.98,3.66,5.23
  └─ Material Cost %,0.19%,1.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Change in inventory,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0.00%,0.00%,2.84%,1.21%,4.76%,4.10%,3.54%,2.59%,2.30%,0.00%
  └─ Employee Cost %,15.37%,15.53%,19.49%,13.82%,7.73%,9.25%,9.41%,12.58%,15.38%,15.46%
  └─ Other Cost %,19.63%,8.72%,7.04%,23.32%,13.39%,9.90%,8.66%,13.44%,10.33%,17.01%
Financing Profit,2.80,3.37,3.86,1.88,5.57,6.13,6.48,7.26,6.90,9.85
Financing Margin %,51.85%,45.91%,52.23%,32.47%,50.04%,49.32%,44.17%,52.19%,52.79%,61.14%
Other Income,0.03,0.02,0.04,0.02,0.01,0.07,0.07,0.05,0.06,0.05
  └─ Other income normal,0.03,0.02,0.04,0.02,0.01,0.07,0.07,0.05,0.06,0.05
Depreciation,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.05,0.08,0.08
Profit before tax,2.82,3.38,3.89,1.89,5.58,6.20,6.55,7.26,6.88,9.82
Tax %,31.21%,28.40%,28.79%,34.39%,25.09%,28.55%,25.80%,29.06%,25.87%,23.83%
Net Profit,1.94,2.43,2.78,1.24,4.18,4.42,4.86,5.15,5.10,7.49
  └─ Profit excl Excep,1.94,2.43,2.78,1.24,4.18,4.42,4.86,5.15,5.10,7.49
  └─ Profit for PE,1.94,2.43,2.78,1.24,4.18,4.42,4.86,5.15,5.10,7.49
  └─ Profit for EPS,1.94,2.43,2.78,1.24,4.18,4.42,4.86,5.15,5.10,7.49
  └─ Profit Growth %,,25.26%,14.40%,-55.40%,237.10%,5.74%,9.95%,5.97%,-0.97%,46.86%
EPS in Rs,0.36,0.45,0.51,0.23,0.77,0.81,0.90,0.95,0.64,0.83
Dividend Payout %,11.19%,11.16%,0.00%,0.00%,0.00%,0.00%,0.00%,10.53%,15.66%,12.02%
