Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,222,293,329,391,420,444,502,529,541,624,637,746
  └─ Sales Growth %,-7.13%,32.17%,12.27%,18.85%,7.31%,5.82%,13.03%,5.49%,2.13%,15.39%,2.09%,17.09%
Expenses,131,155,177,226,236,241,269,327,382,418,441,517
  └─ Material Cost %,21.52%,21.04%,21.59%,20.84%,18.41%,18.22%,19.74%,20.72%,24.38%,23.17%,23.84%,25.87%
    └─ Raw material cost,48,70,70,80,66,91,100,130,128,155,162,194
    └─ Change in inventory,-0,-8,1,1,11,-10,-1,-21,4,-11,-10,-1
  └─ Manufacturing Cost %,9.06%,7.20%,6.85%,7.66%,7.29%,7.94%,7.51%,9.90%,11.92%,11.79%,11.06%,0.00%
  └─ Employee Cost %,16.30%,15.20%,15.44%,17.59%,19.18%,18.10%,17.40%,19.67%,21.27%,20.51%,22.24%,21.76%
  └─ Other Cost %,12.13%,9.60%,10.02%,11.73%,11.39%,9.92%,9.03%,11.43%,13.14%,11.51%,12.16%,21.65%
Operating Profit,91,138,152,165,184,203,232,203,158,206,196,229
OPM %,41%,47%,46%,42%,44%,46%,46%,38%,29%,33%,31%,31%
Other Income,1,-3,3,1,5,6,9,6,21,21,33,46
  └─ Exceptional items,0.15,-4.10,0.02,0.01,-0.26,-0.01,0.73,1.15,-4.81,-15.44,0.23,11.36
  └─ Other income normal,1.01,1.29,2.56,1.38,5.04,5.64,8.12,5.24,25.36,36.64,32.81,34.83
Interest,9,8,4,9,5,4,3,3,3,4,5,3
Depreciation,9,9,13,18,21,26,28,35,35,35,37,40
Profit before tax,74,118,137,139,162,179,210,171,140,188,187,233
Tax %,31%,35%,32%,33%,28%,26%,28%,28%,26%,27%,28%,25%
Net Profit,51,77,93,94,116,133,151,124,104,137,134,174
  └─ Minority share,-1,-1,-1,-4,-5,-4,-5,-4,2,-4,-3,-5
  └─ Exceptional items AT,0,-3,0,0,-0,-0,1,1,-3,-11,0,8
  └─ Profit excl Excep,51,79,93,94,116,133,151,123,107,148,134,165
  └─ Profit for PE,50,78,92,90,111,129,146,119,109,144,131,160
  └─ Profit for EPS,50,76,92,90,111,129,146,120,106,133,131,169
  └─ Profit Growth %,148%,57%,17%,-2%,24%,16%,13%,-18%,-8%,32%,-9%,23%
EPS in Rs,4.60,6.97,8.20,8.07,9.95,11.58,13.09,10.70,9.45,11.92,11.72,15.07
Dividend Payout %,4%,3%,5%,6%,6%,5%,7%,9%,11%,43%,44%,9%
