Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,760,782,805,812,824,835,893,917,850,760,899,1549
  └─ Sales Growth %,-1%,3%,3%,1%,1%,1%,7%,3%,-7%,-11%,18%,72%
Expenses,699,725,744,746,759,777,830,862,804,725,872,1490
  └─ Material Cost %,58%,66%,59%,59%,61%,61%,62%,61%,56%,51%,53%,64%
    └─ Raw material cost,442,515,484,485,503,505,569,565,483,381,474,991
    └─ Change in inventory,-5,3,-6,-3,-0,8,-13,-2,-4,10,6,-2
  └─ Manufacturing Cost %,11%,4%,8%,9%,10%,10%,10%,12%,15%,17%,17%,0%
  └─ Employee Cost %,6%,6%,6%,7%,7%,7%,7%,6%,7%,9%,9%,11%
  └─ Other Cost %,18%,17%,18%,17%,14%,15%,14%,14%,16%,19%,18%,21%
Operating Profit,61,57,61,66,65,59,62,54,46,34,26,59
OPM %,8%,7%,8%,8%,8%,7%,7%,6%,5%,5%,3%,4%
Other Income,0,0,5,1,4,3,1,4,-0,4,-145,3
  └─ Exceptional items,-0.01,-0.02,4.24,0.20,2.56,2.99,0.32,4.02,-0.50,2.60,-146.04,0.00
  └─ Other income normal,0.02,0.05,0.28,0.71,1.05,0.24,0.57,0.34,0.17,1.43,1.52,2.81
Interest,1,6,5,0,0,2,2,2,3,3,2,2
Depreciation,15,16,17,18,17,19,19,21,22,21,26,33
Profit before tax,45,35,45,49,51,41,43,35,20,14,-146,27
Tax %,18%,35%,38%,35%,33%,17%,27%,26%,26%,27%,-25%,26%
Net Profit,37,23,28,32,34,34,31,26,15,10,-110,20
  └─ Exceptional items AT,-0.01,-0.02,2.76,0.13,1.65,2.16,0.24,2.97,-0.37,1.89,-146.26,0.00
  └─ Profit excl Excep,36.93,23.21,24.91,31.43,32.60,31.69,31.03,22.88,15.45,8.52,36.36,20.13
  └─ Profit for PE,36.93,23.21,24.91,31.43,32.60,31.69,31.03,22.88,15.45,8.52,36.36,20.13
  └─ Profit for EPS,36.92,23.19,27.67,31.56,34.25,33.85,31.27,25.85,15.08,10.41,-109.90,20.13
  └─ Profit Growth %,-13.51%,-37.15%,7.32%,26.17%,3.72%,-2.79%,-2.08%,-26.26%,-32.47%,-44.85%,326.76%,-44.64%
EPS in Rs,15.15,9.52,11.35,12.95,14.05,13.89,12.83,10.61,6.19,4.27,-29.15,5.34
Dividend Payout %,13%,21%,18%,19%,18%,22%,23%,28%,48%,70%,-0%,-0%
