Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,96101,96532,95468,82639,80780,87539,100616,116547,139145,149982,172985,210973
  └─ Sales Growth %,11.92%,0.45%,-1.10%,-13.44%,-2.25%,8.37%,14.94%,15.83%,19.39%,7.79%,15.34%,21.96%
Expenses,62499,62548,60138,52560,55016,50930,55337,59013,67871,72090,87925,91298
  └─ Material Cost %,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Raw material cost,774.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
    └─ Change in inventory,-494.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,40.97%,42.68%,43.34%,45.20%,49.39%,44.62%,43.90%,39.58%,34.44%,33.05%,31.51%,0.00%
  └─ Employee Cost %,5.05%,5.09%,4.51%,4.81%,4.70%,4.35%,4.09%,3.80%,3.47%,3.55%,3.65%,3.59%
  └─ Other Cost %,18.72%,17.03%,15.14%,13.59%,14.02%,9.21%,7.01%,7.25%,10.87%,11.46%,15.67%,39.68%
Operating Profit,33602,33984,35330,30079,25764,36610,45279,57534,71274,77893,85060,119674
OPM %,35%,35%,37%,36%,32%,42%,45%,49%,51%,52%,49%,57%
Other Income,1243,4858,1713,1756,4474,-37775,-4215,4656,1019,-3028,20662,-236
  └─ Exceptional items,272,2072,-1302,-807,2739,-40362,-4858,1699,-670,-7352,13748,-3418
  └─ Other income normal,971,2786,3015,2564,1735,2587,643,2958,1689,4323,6914,3182
Interest,4446,8546,9547,9326,10622,13992,15091,16616,19300,22648,21754,21555
Depreciation,19858,17450,19773,19243,21348,27690,29404,33091,36432,39538,45570,52711
Profit before tax,10540,12846,7723,3267,-1732,-42846,-3432,12483,16561,12679,38398,45173
Tax %,52%,46%,45%,33%,-197%,-28%,260%,33%,26%,32%,2%,25%
Net Profit,5048,6893,4241,2184,1688,-30664,-12364,8305,12287,8558,37481,33823
  └─ Profit from Associates,-5,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,-427,-816,-442,-1084,-1278,-1519,-2720,-4050,-3942,-1091,-3925,-7128
  └─ Exceptional items AT,110,1112,-631,-286,787,-37969,-24895,1130,-497,-4935,12152,-2559
  └─ Profit excl Excep,4938,5781,4873,2470,901,7305,12531,7175,12784,13493,25329,36382
  └─ Profit for PE,4520,5097,4365,1243,219,5786,9812,3676,8683,11773,22677,28715
  └─ Profit for EPS,4621,6077,3800,1099,410,-32183,-15084,4255,8346,7467,33556,26695
  └─ Profit Growth %,72%,13%,-14%,-72%,-82%,2547%,70%,-63%,136%,36%,93%,27%
EPS in Rs,8.41,11.05,6.91,2.00,0.74,-55.06,-25.63,7.23,14.97,13.20,58.85,43.81
Dividend Payout %,33%,9%,11%,194%,244%,-3%,0%,39%,27%,62%,28%,55%
