Metric,Mar 2006,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,195,471,749,914,722,746,971,1169,1107,927,908
  └─ Sales Growth %,,,58.84%,22.06%,-20.98%,3.26%,30.19%,20.46%,-5.33%,-16.26%,-2.00%
Expenses,178,415,654,800,638,656,889,1028,957,791,807
  └─ Material Cost %,40%,51%,49%,49%,47%,49%,50%,51%,51%,50%,51%
    └─ Raw material cost,81,242,374,466,333,365,510,592,570,467,465
    └─ Change in inventory,-3,1,-6,-17,4,2,-28,7,-0,-5,-6
  └─ Manufacturing Cost %,36%,12%,12%,12%,12%,13%,14%,12%,12%,13%,0%
  └─ Employee Cost %,11%,17%,20%,21%,25%,21%,22%,19%,18%,18%,19%
  └─ Other Cost %,5%,7%,6%,5%,5%,5%,6%,6%,5%,5%,19%
Operating Profit,17,56,95,113,84,90,82,141,150,136,101
OPM %,9%,12%,13%,12%,12%,12%,8%,12%,14%,15%,11%
Other Income,7,7,20,17,11,10,8,8,87,12,14
  └─ Exceptional items,0.00,0.29,-0.24,9.14,0.06,0.01,0.86,1.51,77.44,0.69,0.00
  └─ Other income normal,7.06,6.23,19.81,7.82,11.42,10.48,7.01,6.42,9.50,11.03,14.38
Interest,5,4,24,29,33,23,26,33,38,21,15
Depreciation,9,26,39,42,43,43,52,82,61,63,67
Profit before tax,9,33,52,59,19,34,11,34,138,63,33
Tax %,40%,38%,34%,39%,56%,15%,110%,32%,17%,36%,37%
Net Profit,6,20,34,36,8,29,-1,23,114,40,21
  └─ Exceptional items AT,0.00,0.18,-0.15,5.56,0.02,0.01,-0.23,0.68,64.04,0.46,0.00
  └─ Profit excl Excep,5.53,19.96,34.39,30.02,8.26,28.78,-0.87,22.43,50.21,39.90,20.98
  └─ Profit for PE,5.53,19.96,34.39,30.02,8.26,28.78,-0.87,22.43,50.21,39.90,20.98
  └─ Profit for EPS,5.53,20.14,34.24,35.58,8.28,28.79,-1.10,23.11,114.25,40.36,20.98
  └─ Profit Growth %,,,72.29%,-12.71%,-72.49%,248.43%,-103.02%,2678.16%,123.85%,-20.53%,-47.42%
EPS in Rs,,10.73,18.24,18.96,4.41,15.34,-0.59,12.31,60.84,21.48,11.15
Dividend Payout %,42%,23%,19%,18%,34%,13%,-256%,20%,8%,23%,0%
