Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,10.06,26.62,36.71,33.25,68.85,74.58
  └─ Sales Growth %,,164.61%,37.90%,-9.43%,107.07%,8.32%
Expenses,8.03,23.31,33.08,28.86,61.24,68.09
  └─ Material Cost %,0%,0%,0%,0%,4%,0%
    └─ Raw material cost,0.00,0.00,0.00,0.00,3.00,0.00
  └─ Manufacturing Cost %,29%,9%,23%,34%,46%,0%
  └─ Employee Cost %,23%,8%,9%,10%,5%,6%
  └─ Other Cost %,28%,71%,58%,43%,34%,86%
Operating Profit,2.03,3.31,3.63,4.39,7.61,6.49
OPM %,20.18%,12.43%,9.89%,13.20%,11.05%,8.70%
Other Income,0.06,0.33,0.61,0.65,0.34,0.54
  └─ Exceptional items,0.00,0.24,0.51,-0.07,-0.05,0.00
  └─ Other income normal,0.06,0.09,0.10,0.72,0.39,0.54
Interest,0.05,0.12,0.06,0.05,0.18,0.36
Depreciation,0.62,0.58,0.61,0.52,0.76,1.11
Profit before tax,1.42,2.94,3.57,4.47,7.01,5.56
Tax %,30.99%,28.23%,31.65%,27.52%,26.11%,27.34%
Net Profit,0.98,2.11,2.44,3.24,5.18,4.03
  └─ Minority share,0.00,0.00,0.03,0.01,0.01,0.02
  └─ Exceptional items AT,0.00,0.17,0.35,-0.05,-0.04,0.00
  └─ Profit excl Excep,0.98,1.94,2.09,3.29,5.22,4.03
  └─ Profit for PE,0.98,1.94,2.12,3.30,5.23,4.05
  └─ Profit for EPS,0.98,2.11,2.47,3.25,5.19,4.05
  └─ Profit Growth %,,97.96%,9.28%,55.66%,58.48%,-22.56%
EPS in Rs,0.96,2.07,2.43,2.93,4.68,3.65
Dividend Payout %,12.47%,7.24%,14.43%,13.64%,0.00%,0.00%
