Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,28164,28058,27805,23046,22102,20854,19956,18316,20592,26446,28917,29020
  └─ Sales Growth %,5.85%,-0.38%,-0.90%,-17.12%,-4.10%,-5.65%,-4.31%,-8.22%,12.43%,28.43%,9.35%,0.35%
Interest,22387,21931,22019,17376,16162,13841,11408,9122,9130,12226,14257,15474
Expenses,8424,14339,18130,20698,24118,20146,10515,9975,10232,9233,8594,8499
  └─ Manufacturing Cost %,0.83%,1.08%,0.32%,0.36%,0.40%,0.38%,0.44%,0.55%,0.47%,0.48%,0.42%,0.00%
  └─ Employee Cost %,7.14%,6.29%,8.30%,8.25%,10.49%,16.14%,16.16%,17.81%,17.94%,16.72%,14.66%,15.73%
  └─ Other Cost %,21.94%,43.74%,56.58%,81.20%,98.23%,80.09%,36.09%,36.10%,31.28%,17.71%,14.63%,13.56%
Financing Profit,-2647,-8212,-12344,-15028,-18178,-13133,-1967,-781,1229,4986,6067,5046
Financing Margin %,-9%,-29%,-44%,-65%,-82%,-63%,-10%,-4%,6%,19%,21%,17%
Other Income,4189,3518,4207,7248,3535,4631,4848,4959,4617,3975,5209,6612
  └─ Exceptional items,0,-0,-1,517,-73,-5,-0,1,-2,83,-2,0
  └─ Other income normal,4189,3518,4208,6731,3608,4636,4849,4958,4618,3892,5211,6612
Depreciation,141,218,362,377,370,394,397,417,499,543,538,0
Profit before tax,1401,-4912,-8498,-8157,-15013,-8896,2484,3760,5346,8418,10738,11658
Tax %,32%,-26%,-40%,0%,0%,44%,42%,32%,30%,31%,29%,21%
Net Profit,957,-3574,-4997,-8116,-14970,-12819,1532,2557,3728,5814,7656,9237
  └─ Profit from Associates,0,50,73,41,43,28,83,0,0,0,0,25
  └─ Minority share,-15,-17,-19,-17,-17,-16,-18,-23,-22,-26,-26,-27
  └─ Exceptional items AT,0,-0,-1,517,-73,-3,-0,0,-1,83,-2,0
  └─ Profit excl Excep,957,-3574,-4996,-8633,-14897,-12817,1532,2557,3729,5731,7659,9237
  └─ Profit for PE,942,-3591,-5015,-8649,-14914,-12833,1514,2533,3707,5705,7633,9210
  └─ Profit for EPS,942,-3591,-5016,-8132,-14987,-12835,1514,2534,3706,5788,7631,9210
  └─ Profit Growth %,-18%,-481%,-40%,-72%,-72%,14%,112%,67%,46%,54%,34%,21%
EPS in Rs,5.87,-17.44,-24.36,-26.37,-19.37,-12.36,1.41,2.36,3.45,5.38,7.10,8.57
Dividend Payout %,13%,0%,0%,0%,0%,0%,0%,0%,29%,28%,30%,0%
