Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,214,264,260,271,283,270,301,743,903,965,1025,1108
  └─ Sales Growth %,10.14%,23.35%,-1.59%,4.34%,4.25%,-4.44%,11.35%,146.78%,21.65%,6.82%,6.21%,8.11%
Expenses,177,210,219,231,230,217,231,618,703,816,859,938
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51
  └─ Manufacturing Cost %,3%,3%,3%,3%,3%,3%,4%,6%,5%,5%,6%,0%
  └─ Employee Cost %,64%,63%,61%,68%,65%,54%,52%,52%,53%,60%,59%,62%
  └─ Other Cost %,16%,13%,20%,14%,13%,23%,21%,25%,20%,20%,19%,21%
Operating Profit,37,54,41,40,53,53,70,124,200,149,166,170
OPM %,17%,20%,16%,15%,19%,20%,23%,17%,22%,15%,16%,15%
Other Income,2,6,1,13,6,8,5,6,16,7,16,23
  └─ Exceptional items,0.12,0.05,0.03,0.02,-0.08,0.02,0.01,0.08,0.85,-0.14,2.70,-14.73
  └─ Other income normal,1.63,6.42,1.03,13.25,6.00,7.75,5.41,5.93,15.26,7.48,13.50,37.89
Interest,2,0,0,0,0,1,1,1,2,3,3,2
Depreciation,5,4,5,6,6,6,6,19,28,34,39,28
Profit before tax,32,56,37,48,54,54,68,110,186,120,139,163
Tax %,32%,34%,36%,33%,32%,26%,26%,39%,28%,24%,26%,24%
Net Profit,22,37,24,32,36,40,50,68,134,90,103,124
  └─ Exceptional items AT,0,0,0,0,-0,0,0,0,1,-0,2,-11
  └─ Profit excl Excep,22,37,24,32,36,40,50,68,133,91,101,135
  └─ Profit for PE,22,37,24,32,36,40,50,68,133,91,101,135
  └─ Profit for EPS,22,37,24,32,36,40,50,68,134,90,103,124
  └─ Profit Growth %,-28%,71%,-35%,34%,13%,10%,26%,34%,97%,-32%,12%,33%
EPS in Rs,20.53,34.68,22.29,29.86,33.79,38.92,49.20,66.01,130.59,58.27,66.52,79.89
Dividend Payout %,117%,69%,108%,80%,0%,0%,0%,0%,6%,0%,75%,0%
