Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Sales,65.50,65.35,67.28,67.19
  └─ Sales Growth %,,-0.23%,2.95%,-0.13%
Expenses,62.62,62.87,64.98,64.43
  └─ Material Cost %,54.58%,47.73%,48.41%,47.77%
    └─ Raw material cost,36.20,34.27,30.94,33.30
    └─ Change in inventory,-0.45,-3.08,1.63,-1.20
  └─ Manufacturing Cost %,0.00%,10.07%,10.05%,9.90%
  └─ Employee Cost %,13.60%,16.99%,14.97%,16.25%
  └─ Other Cost %,27.42%,21.42%,23.16%,21.97%
Operating Profit,2.88,2.48,2.30,2.76
OPM %,4.40%,3.79%,3.42%,4.11%
Other Income,0.08,0.33,0.42,0.17
  └─ Other income normal,0.08,0.33,0.42,0.17
Interest,0.11,0.08,0.06,0.10
Depreciation,0.53,0.52,0.58,0.67
Profit before tax,2.32,2.21,2.08,2.16
Tax %,31.47%,31.22%,29.33%,28.24%
Net Profit,1.59,1.52,1.46,1.55
  └─ Profit excl Excep,1.59,1.52,1.46,1.55
  └─ Profit for PE,1.59,1.52,1.46,1.55
  └─ Profit for EPS,1.59,1.52,1.46,1.55
  └─ Profit Growth %,,-4.40%,-3.95%,6.16%
EPS in Rs,1.80,1.57,1.51,1.60
Dividend Payout %,41.56%,0.00%,52.93%,49.86%
