Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3468,2547,5705,8265,11247,15227,23053
  └─ Sales Growth %,,-27%,124%,45%,36%,35%,51%
Expenses,7292,3843,9355,12538,13447,18015,26288
  └─ Material Cost %,10%,22%,40%,41%,41%,39%,44%
    └─ Raw material cost,355,564,2276,3374,4616,6014,10089
    └─ Change in inventory,-17,6,-8,7,-12,-12,-22
  └─ Manufacturing Cost %,4%,3%,6%,6%,4%,6%,0%
  └─ Employee Cost %,35%,43%,30%,26%,18%,17%,12%
  └─ Other Cost %,161%,83%,89%,79%,57%,57%,59%
Operating Profit,-3824,-1296,-3650,-4273,-2199,-2788,-3235
OPM %,-110%,-51%,-64%,-52%,-20%,-18%,-14%
Other Income,218,-19,239,438,341,384,498
  └─ Exceptional items,-42,-148,-110,-12,-46,-9,-10
  └─ Other income normal,260,129,349,450,387,394,508
Interest,85,75,48,58,71,101,200
Depreciation,217,221,170,286,421,612,1217
Profit before tax,-3908,-1612,-3629,-4179,-2350,-3117,-4154
Tax %,0%,0%,0%,0%,0%,0%,0%
Net Profit,-3920,-1617,-3629,-4179,-2350,-3117,-4154
  └─ Profit from Associates,-12,-5,0,0,0,0,0
  └─ Exceptional items AT,-42,-148,-110,-12,-46,-9,-10
  └─ Profit excl Excep,-3879,-1469,-3519,-4167,-2304,-3107,-4144
  └─ Profit for PE,-3879,-1469,-3519,-4167,-2304,-3107,-4144
  └─ Profit for EPS,-3920,-1617,-3629,-4179,-2350,-3117,-4154
  └─ Profit Growth %,,62%,-140%,-18%,45%,-35%,-33%
EPS in Rs,,,,,,-13.63,-15.05
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%
