Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,74,79,85,86,104,118,124,133,180,243
  └─ Sales Growth %,,6.31%,7.84%,0.91%,20.70%,13.68%,5.55%,7.37%,35.14%,34.79%
Expenses,54,54,66,70,80,93,104,109,147,185
  └─ Material Cost %,30.69%,0.00%,0.00%,0.00%,0.00%,0.00%,21.13%,30.54%,24.91%,15.06%
    └─ Raw material cost,22.76,0.00,0.00,0.00,0.00,0.00,26.26,40.75,44.91,36.59
  └─ Manufacturing Cost %,10.64%,42.98%,53.25%,53.25%,57.80%,59.49%,44.70%,30.05%,37.83%,0.00%
  └─ Employee Cost %,24.40%,20.61%,19.04%,21.34%,16.46%,15.72%,15.23%,18.50%,15.24%,14.69%
  └─ Other Cost %,6.80%,5.15%,5.74%,6.96%,2.91%,3.69%,2.59%,2.33%,3.34%,46.25%
Operating Profit,20,25,19,16,24,25,20,25,34,58
OPM %,27%,31%,22%,18%,23%,21%,16%,19%,19%,24%
Other Income,1,3,5,2,3,3,5,4,6,5
  └─ Exceptional items,-0.05,0.15,1.63,0.00,1.13,0.00,0.01,0.13,2.06,0.00
  └─ Other income normal,0.72,2.95,3.74,1.68,1.92,2.79,4.57,3.44,4.11,5.07
Interest,5,6,5,5,6,5,6,9,9,8
Depreciation,7,7,6,7,8,7,7,9,10,11
Profit before tax,9,14,13,5,13,15,12,11,21,44
Tax %,34%,35%,25%,40%,24%,27%,23%,24%,23%,24%
Net Profit,6,9,9,3,10,11,9,8,16,33
  └─ Minority share,0,0,1,-0,0,0,0,0,0,0
  └─ Exceptional items AT,-0,0,1,0,1,0,0,0,2,0
  └─ Profit excl Excep,6,9,8,3,9,11,9,8,15,33
  └─ Profit for PE,6,9,9,3,9,11,9,8,15,33
  └─ Profit for EPS,6,9,10,3,10,11,9,8,16,33
  └─ Profit Growth %,,57%,-1%,-63%,185%,17%,-18%,-9%,82%,122%
EPS in Rs,6.13,3.26,3.62,1.18,3.66,3.91,3.21,2.96,5.51,11.07
Dividend Payout %,0%,0%,7%,43%,14%,13%,16%,17%,0%,0%
