Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,32164,32316,32817,32952,34314,37479,69311,68230,81163,100376,108417,106799
  └─ Sales Growth %,9.43%,0.47%,1.55%,0.41%,4.13%,9.23%,84.93%,-1.56%,18.96%,23.67%,8.01%,-1.49%
Interest,23640,23894,23776,23471,23896,25837,44112,40178,48033,63364,70733,69477
Expenses,9498,10349,13871,21181,19019,21166,36270,32264,36155,32422,34738,34638
  └─ Manufacturing Cost %,0.33%,0.36%,0.36%,0.37%,0.37%,0.34%,0.53%,0.49%,0.46%,0.35%,0.39%,0.00%
  └─ Employee Cost %,11.97%,11.67%,10.71%,9.82%,9.45%,9.26%,13.70%,15.05%,15.44%,14.55%,13.84%,14.69%
  └─ Other Cost %,17.23%,19.99%,31.20%,54.08%,45.61%,46.88%,38.10%,31.74%,28.65%,17.40%,17.81%,17.74%
Financing Profit,-973,-1928,-4830,-11700,-8601,-9523,-11071,-4213,-3024,4590,2946,2684
Financing Margin %,-3%,-6%,-15%,-36%,-25%,-25%,-16%,-6%,-4%,5%,3%,3%
Other Income,3957,3934,5430,5462,5042,5789,14307,13524,15915,17813,21562,21601
  └─ Exceptional items,-0,-2,26,-8,3,-4,21,-0,-1,2,2,0
  └─ Other income normal,3958,3936,5404,5471,5039,5793,14286,13525,15917,17811,21560,21601
Depreciation,225,249,241,368,374,417,908,745,745,896,1084,-0
Profit before tax,2759,1758,359,-6607,-3933,-4151,2327,8566,12147,21507,23424,24284
Tax %,36%,24%,-58%,-21%,-25%,-27%,-22%,39%,31%,36%,23%,23%
Net Profit,1771,1347,573,-5212,-2922,-3121,2863,5265,8512,13797,18027,19430
  └─ Profit from Associates,13,5,6,8,11,-80,35,57,81,88,106,650
  └─ Minority share,-10,9,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-0,-2,26,-8,3,-4,21,-0,-1,1,2,0
  └─ Profit excl Excep,1771,1349,547,-5204,-2925,-3117,2843,5266,8513,13796,18025,19430
  └─ Profit for PE,1761,1358,547,-5204,-2925,-3117,2843,5266,8513,13796,18025,19430
  └─ Profit for EPS,1761,1356,573,-5212,-2922,-3121,2863,5265,8512,13797,18027,19430
  └─ Profit Growth %,5%,-23%,-60%,-1052%,44%,-7%,191%,85%,62%,62%,31%,8%
EPS in Rs,27.69,19.73,8.33,-44.61,-16.58,-9.12,4.47,7.70,12.45,18.07,23.62,25.45
Dividend Payout %,22%,10%,-0%,-0%,-0%,-0%,-0%,25%,24%,20%,20%,20%
