Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,28797,29657,37090,54155,58185,51225,63672,74731
  └─ Sales Growth %,,2.98%,25.06%,46.01%,7.44%,-11.96%,24.30%,17.37%
Expenses,27666,28348,35765,52418,57223,50090,61186,72600
  └─ Material Cost %,84%,82%,85%,90%,91%,88%,88%,90%
    └─ Raw material cost,24084,23981,32464,50528,51647,45251,56980,67174
    └─ Change in inventory,35,470,-945,-1757,1239,24,-843,-266
  └─ Manufacturing Cost %,6%,6%,5%,2%,3%,3%,3%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,1%
  └─ Other Cost %,5%,6%,5%,4%,4%,6%,4%,7%
Operating Profit,1131,1310,1326,1736,962,1135,2486,2131
OPM %,4%,4%,4%,3%,2%,2%,4%,3%
Other Income,122,110,104,172,961,240,233,392
  └─ Exceptional items,0,0,-0,-0,-3,-31,-5,-26
  └─ Other income normal,122,110,104,172,964,271,238,418
Interest,487,569,407,541,775,749,724,707
Depreciation,199,241,268,309,358,364,395,449
Profit before tax,567,609,755,1059,789,262,1601,1367
Tax %,37%,34%,14%,27%,30%,35%,27%,28%
Net Profit,376,461,729,804,582,148,1226,1045
  └─ Profit from Associates,21,58,77,29,29,-23,63,54
  └─ Minority share,0,0,0,0,0,0,0,-3
  └─ Exceptional items AT,0,0,-0,-0,-2,-10,-3,-19
  └─ Profit excl Excep,375,461,729,804,584,158,1229,1064
  └─ Profit for PE,375,461,729,804,584,158,1229,1061
  └─ Profit for EPS,376,461,729,804,582,148,1226,1042
  └─ Profit Growth %,,23%,58%,10%,-27%,-73%,677%,-14%
EPS in Rs,32.86,40.32,63.74,6.18,4.48,1.14,9.43,8.02
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,12%
