Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,992,1213,1241,1143,1392,1442,1062,1084,1549
  └─ Sales Growth %,,,22.26%,2.29%,-7.88%,21.77%,3.60%,-26.33%,2.07%,42.93%
Expenses,0,185,233,247,226,242,634,200,194,310
  └─ Manufacturing Cost %,,8.46%,15.37%,15.77%,17.08%,14.55%,41.96%,13.88%,14.79%,0.00%
  └─ Employee Cost %,,2.07%,2.11%,2.22%,2.14%,1.88%,1.17%,1.58%,1.62%,1.13%
  └─ Other Cost %,,8.15%,1.77%,1.96%,0.58%,0.94%,0.84%,3.36%,1.48%,18.85%
Operating Profit,0,807,979,993,917,1150,808,862,890,1240
OPM %,,81%,81%,80%,80%,83%,56%,81%,82%,80%
Other Income,0,13,21,30,18,9,20,24,26,30
  └─ Exceptional items,0.00,10.23,14.02,7.77,6.14,4.33,12.00,11.29,18.48,-2.48
  └─ Other income normal,0.00,2.92,6.54,21.75,11.92,4.45,8.10,12.53,7.71,32.31
Interest,0,100,160,164,146,142,193,272,294,519
Depreciation,0,487,641,685,608,681,261,230,254,380
Profit before tax,0,233,199,173,181,336,374,384,368,371
Tax %,,0%,1%,0%,-0%,10%,1%,3%,3%,9%
Net Profit,0,232,198,173,181,303,370,373,356,339
  └─ Exceptional items AT,-0,10,14,8,6,4,12,11,18,-2
  └─ Profit excl Excep,-0,222,184,165,175,299,358,362,338,341
  └─ Profit for PE,-0,222,184,165,175,299,358,362,338,341
  └─ Profit for EPS,-0,232,198,173,181,303,370,373,356,339
  └─ Profit Growth %,,,-17%,-10%,6%,71%,20%,1%,-7%,1%
EPS in Rs,,4.00,3.41,2.98,3.12,5.21,6.37,6.43,6.13,2.64
Dividend Payout %,,263%,347%,314%,250%,1517%,126%,124%,131%,140%
