Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,730,1030,1345,1587,2039,2213,774,655,189,4,0,54
  └─ Sales Growth %,-10.44%,41.03%,30.52%,18.05%,28.46%,8.53%,-65.02%,-15.35%,-71.14%,-98.10%,-100.00%,
Expenses,581,817,1082,1281,1655,2044,847,648,208,24,7,56
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,100%
    └─ Raw material cost,0,0,0,0,0,0,0,0,0,0,0,54
  └─ Manufacturing Cost %,30%,32%,33%,32%,32%,34%,27%,33%,50%,100%,,0%
  └─ Employee Cost %,29%,27%,29%,28%,29%,32%,61%,47%,25%,57%,,1%
  └─ Other Cost %,21%,20%,19%,21%,20%,26%,21%,19%,34%,512%,,3%
Operating Profit,149,213,262,307,384,169,-73,7,-19,-20,-7,-2
OPM %,20%,21%,20%,19%,19%,8%,-9%,1%,-10%,-569%,,-4%
Other Income,8,21,13,6,11,26,-211,-677,-56,-92,47,13
  └─ Exceptional items,2.08,18.58,5.27,0.14,0.79,0.02,-222.69,-693.37,-63.56,-93.00,36.68,6.59
  └─ Other income normal,6.16,2.16,7.41,6.20,9.76,26.34,11.89,16.57,8.06,0.86,10.22,6.69
Interest,13,15,23,21,25,41,37,29,7,2,2,0
Depreciation,60,74,87,104,154,167,115,80,17,1,0,0
Profit before tax,85,145,165,188,216,-13,-437,-779,-99,-116,37,11
Tax %,6%,14%,11%,15%,17%,-15%,3%,0%,2%,3%,0%,1%
Net Profit,80,125,146,160,178,-11,-450,-782,-100,-120,37,11
  └─ Minority share,-10,-5,-3,1,-1,-1,-2,0,0,0,0,0
  └─ Exceptional items AT,2,16,5,0,1,0,-217,0,-10,-40,-0,7
  └─ Profit excl Excep,78,109,141,160,178,-11,-233,-782,-91,-80,38,4
  └─ Profit for PE,68,104,138,160,177,-12,-235,-782,-90,-80,38,4
  └─ Profit for EPS,70,120,143,160,177,-12,-452,-782,-100,-120,37,11
  └─ Profit Growth %,18%,53%,33%,16%,10%,-107%,-1795%,-233%,88%,12%,147%,-89%
EPS in Rs,5.71,9.78,10.74,10.85,11.99,-0.84,-30.56,-52.88,-6.78,-8.09,2.53,0.73
Dividend Payout %,17%,10%,9%,15%,8%,0%,0%,0%,0%,0%,0%,0%
