Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,28,2407,1792,2592,2744,3666,3946,3847
  └─ Sales Growth %,,8524.65%,-25.57%,44.66%,5.87%,33.61%,7.62%,-2.50%
Expenses,69,1165,811,628,697,1480,2587,2349
  └─ Manufacturing Cost %,58%,41%,36%,17%,17%,21%,0%,0%
  └─ Employee Cost %,1%,1%,2%,1%,1%,1%,1%,1%
  └─ Other Cost %,189%,6%,8%,6%,7%,18%,65%,60%
Operating Profit,-42,1242,980,1964,2047,2186,1358,1498
OPM %,-149%,52%,55%,76%,75%,60%,34%,39%
Other Income,5,37,32,41,45,161,90,52
  └─ Exceptional items,0,22,15,20,9,8,0,0
  └─ Other income normal,5,15,17,21,36,153,90,52
Interest,15,675,586,590,591,607,517,516
Depreciation,21,835,852,864,953,917,921,916
Profit before tax,-72,-231,-425,551,547,823,10,118
Tax %,32%,-9%,0%,0%,0%,0%,10%,0%
Net Profit,-95,-209,-427,549,546,822,9,118
  └─ Exceptional items AT,0,22,15,20,9,8,0,0
  └─ Profit excl Excep,-95,-232,-442,530,537,814,9,118
  └─ Profit for PE,-95,-232,-442,530,537,814,9,118
  └─ Profit for EPS,-95,-209,-427,549,546,822,9,118
  └─ Profit Growth %,,-143%,-91%,220%,1%,52%,-99%,1215%
EPS in Rs,-1.43,-3.15,-6.43,8.27,8.22,12.38,0.13,1.77
Dividend Payout %,0%,0%,0%,0%,0%,0%,12717%,851%
