Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,458,506,755,760,709,873,854,842,935,1031
  └─ Sales Growth %,,10.55%,49.14%,0.69%,-6.72%,23.11%,-2.18%,-1.33%,10.97%,10.28%
Expenses,400,441,639,633,553,780,799,795,841,963
  └─ Material Cost %,65%,65%,66%,63%,56%,66%,68%,68%,60%,66%
    └─ Raw material cost,293,331,522,486,415,616,631,533,635,676
    └─ Change in inventory,4,-3,-25,-9,-20,-43,-54,39,-76,9
  └─ Manufacturing Cost %,11%,10%,8%,10%,11%,11%,12%,13%,14%,0%
  └─ Employee Cost %,5%,5%,4%,5%,6%,6%,6%,6%,8%,8%
  └─ Other Cost %,7%,7%,6%,6%,6%,7%,7%,7%,8%,19%
Operating Profit,57,65,116,127,156,93,54,47,94,68
OPM %,13%,13%,15%,17%,22%,11%,6%,6%,10%,7%
Other Income,6,-0,-2,7,1,4,6,7,3,10
  └─ Exceptional items,-0.48,-0.45,-2.96,-0.10,-0.73,-0.17,-0.03,-0.02,-0.12,0.00
  └─ Other income normal,6.98,0.35,1.27,6.63,1.65,4.41,5.73,7.28,3.28,9.59
Interest,5,7,13,12,2,4,13,20,25,36
Depreciation,14,15,18,19,17,17,19,20,24,31
Profit before tax,44,43,83,103,137,76,27,14,48,11
Tax %,37%,42%,31%,16%,26%,30%,28%,35%,28%,69%
Net Profit,28,25,57,86,102,53,20,9,34,3
  └─ Exceptional items AT,-0,-0,-2,-0,-1,-0,-0,-0,-0,0
  └─ Profit excl Excep,28,25,59,86,102,53,20,9,34,3
  └─ Profit for PE,28,25,59,86,102,53,20,9,34,3
  └─ Profit for EPS,28,25,57,86,102,53,20,9,34,3
  └─ Profit Growth %,,-10%,133%,46%,19%,-48%,-63%,-54%,277%,-90%
EPS in Rs,13.54,7.43,16.98,25.61,30.29,15.84,5.87,2.70,10.20,0.98
Dividend Payout %,3%,7%,6%,10%,8%,9%,9%,18%,5%,51%
