Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013
Sales,224,229,354,373,424,617,691,727
  └─ Sales Growth %,,2.07%,54.55%,5.42%,13.55%,45.59%,12.05%,5.17%
Expenses,174,208,328,354,382,530,606,629
  └─ Material Cost %,48%,54%,62%,60%,57%,58%,61%,58%
    └─ Raw material cost,120,142,230,222,242,358,424,420
    └─ Change in inventory,-13,-18,-12,1,-0,-3,-2,1
  └─ Manufacturing Cost %,20%,23%,20%,23%,21%,18%,17%,19%
  └─ Employee Cost %,4%,6%,6%,6%,6%,6%,6%,6%
  └─ Other Cost %,6%,7%,6%,6%,6%,5%,4%,3%
Operating Profit,51,22,26,19,42,87,86,98
OPM %,23%,9%,7%,5%,10%,14%,12%,14%
Other Income,16,9,15,7,10,13,10,9
  └─ Exceptional items,-0.59,0.00,-0.77,-0.04,0.48,0.18,-0.29,-0.04
  └─ Other income normal,16.52,9.25,15.35,7.36,9.44,13.15,10.62,9.51
Interest,9,11,20,22,23,25,32,35
Depreciation,12,19,21,21,22,24,26,30
Profit before tax,46,1,0,-17,7,52,39,42
Tax %,36%,121%,512%,6%,53%,31%,25%,28%
Net Profit,30,-0,-1,-18,3,35,29,30
  └─ Minority share,0.00,0.12,0.52,0.90,0.44,-0.33,-0.22,-0.03
  └─ Exceptional items AT,-0.39,0.00,-0.01,-0.04,0.29,0.12,-0.22,-0.03
  └─ Profit excl Excep,30.15,-0.22,-0.69,-17.49,3.17,35.36,28.97,30.46
  └─ Profit for PE,30.15,-0.10,-0.18,-16.59,3.61,35.03,28.75,30.43
  └─ Profit for EPS,29.76,-0.10,-0.18,-16.63,3.90,35.15,28.53,30.40
  └─ Profit Growth %,,-100.33%,-77.43%,-9251.40%,121.76%,870.39%,-17.93%,5.85%
EPS in Rs,,,,,,,19.65,20.93
Dividend Payout %,13%,0%,0%,0%,39%,11%,1%,1%
