Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,45,1855,2043,3513
  └─ Sales Growth %,,4036%,10%,72%
Expenses,6,296,495,1208
  └─ Employee Cost %,0.00%,6.41%,10.83%,11.02%
  └─ Other Cost %,12.40%,9.52%,13.38%,23.37%
Operating Profit,39,1559,1549,2305
OPM %,88%,84%,76%,66%
Other Income,10,429,428,381
  └─ Exceptional items,10,0,0,29
  └─ Other income normal,0,429,428,353
Interest,0,10,8,745
Depreciation,0,22,23,29
Profit before tax,49,1956,1947,1912
Tax %,37%,18%,17%,18%
Net Profit,31,1605,1613,1561
  └─ Exceptional items AT,6,0,0,23
  └─ Profit excl Excep,25,1605,1613,1538
  └─ Profit for PE,25,1605,1613,1538
  └─ Profit for EPS,31,1605,1613,1561
  └─ Profit Growth %,,6282%,0%,-5%
EPS in Rs,,2.53,2.54,2.46
Dividend Payout %,0%,0%,20%,24%
