Metric,Mar 2024
Sales,44.00
Expenses,40.73
  └─ Material Cost %,90%
    └─ Raw material cost,39.68
    └─ Change in inventory,-0.10
  └─ Manufacturing Cost %,0%
  └─ Employee Cost %,1%
  └─ Other Cost %,1%
Operating Profit,3.27
OPM %,7.43%
Other Income,0.01
  └─ Other income normal,0.01
Interest,0.04
Depreciation,0.42
Profit before tax,2.82
Tax %,25.53%
Net Profit,2.09
  └─ Profit excl Excep,2.09
  └─ Profit for PE,2.09
  └─ Profit for EPS,2.09
EPS in Rs,1.90
Dividend Payout %,-0.00%
