Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,9254,8495,8818,8591,9341,9325,8131,9712,10612,11321,12069,12467
  └─ Sales Growth %,-11.93%,-8.20%,3.80%,-2.57%,8.73%,-0.16%,-12.80%,19.44%,9.26%,6.68%,6.61%,3.30%
Expenses,9619,8162,7826,7381,7947,7754,7080,8117,9195,9321,9833,10188
  └─ Material Cost %,56%,56%,35%,31%,32%,38%,36%,35%,40%,36%,35%,54%
    └─ Raw material cost,5569,4916,3054,2679,2940,3435,2813,3520,4361,3937,4179,6815
    └─ Change in inventory,-350,-159,57,-14,66,98,133,-83,-137,119,90,-141
  └─ Manufacturing Cost %,3%,4%,23%,22%,21%,20%,23%,23%,21%,22%,21%,0%
  └─ Employee Cost %,8%,8%,8%,8%,7%,6%,7%,7%,6%,5%,5%,5%
  └─ Other Cost %,36%,29%,23%,25%,25%,20%,21%,18%,20%,20%,20%,23%
Operating Profit,-366,333,991,1209,1394,1571,1051,1595,1417,2000,2236,2279
OPM %,-4%,4%,11%,14%,15%,17%,13%,16%,13%,18%,19%,18%
Other Income,-360,648,-265,172,70,87,-25,-117,249,208,271,516
  └─ Exceptional items,-718,-17,-337,115,37,70,-48,-152,213,42,108,38
  └─ Other income normal,358,664,72,57,33,17,23,36,36,166,163,478
Interest,687,457,375,278,237,212,188,88,104,76,89,158
Depreciation,223,157,189,192,215,285,299,304,283,275,283,289
Profit before tax,-1635,366,163,912,1012,1160,540,1087,1279,1857,2135,2348
Tax %,3%,61%,43%,28%,32%,47%,33%,25%,12%,24%,26%,22%
Net Profit,-1687,143,93,652,684,621,362,811,1126,1408,1582,1838
  └─ Minority share,-0,-5,7,-18,17,38,22,18,11,0,0,0
  └─ Exceptional items AT,-689,-8,-198,81,21,43,-32,-110,166,32,79,12
  └─ Profit excl Excep,-998,151,291,571,663,577,394,921,960,1376,1503,1826
  └─ Profit for PE,-999,146,298,555,679,616,415,939,971,1376,1503,1826
  └─ Profit for EPS,-1688,138,100,634,700,659,384,829,1137,1408,1582,1838
  └─ Profit Growth %,78%,115%,104%,86%,22%,-9%,-33%,126%,3%,42%,9%,22%
EPS in Rs,-23.23,1.90,1.38,8.72,9.64,9.07,5.28,11.40,15.63,19.36,21.75,25.27
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,46%,55%,43%
