Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,119,180,216,200,195,157,178,182,192,226,229
  └─ Sales Growth %,,50.64%,19.99%,-7.02%,-2.91%,-19.13%,12.82%,2.52%,5.31%,17.77%,1.20%
Expenses,111,156,185,169,175,147,169,172,177,210,213
  └─ Material Cost %,59%,58%,58%,55%,58%,58%,64%,62%,61%,63%,64%
    └─ Raw material cost,65,119,131,105,113,101,116,114,117,142,136
    └─ Change in inventory,5,-15,-6,5,-0,-10,-2,-2,-0,1,11
  └─ Manufacturing Cost %,18%,11%,10%,12%,13%,15%,14%,15%,15%,14%,0%
  └─ Employee Cost %,14%,10%,11%,12%,13%,14%,11%,11%,11%,10%,10%
  └─ Other Cost %,3%,8%,8%,6%,6%,7%,6%,7%,6%,6%,19%
Operating Profit,8,23,31,32,20,11,9,10,14,16,15
OPM %,7%,13%,14%,16%,10%,7%,5%,6%,7%,7%,7%
Other Income,0,0,3,1,0,2,1,2,2,2,2
  └─ Exceptional items,0.00,-0.28,2.23,0.00,-0.02,-0.01,0.00,-0.05,-0.06,0.08,0.00
  └─ Other income normal,0.35,0.52,0.73,1.10,0.25,2.23,0.74,2.07,1.75,2.08,1.66
Interest,2,3,6,5,7,7,7,7,8,8,7
Depreciation,1,2,3,3,4,4,4,3,3,3,4
Profit before tax,5,18,25,25,10,2,-1,2,4,7,6
Tax %,24%,37%,37%,32%,29%,8%,-19%,19%,15%,21%,30%
Net Profit,4,11,16,17,7,2,-1,2,4,5,5
  └─ Exceptional items AT,0.00,-0.17,1.41,0.00,-0.01,-0.01,0.00,-0.04,-0.05,0.06,0.00
  └─ Profit excl Excep,3.68,11.65,14.46,16.94,6.93,2.09,-0.58,1.88,3.71,5.23,4.56
  └─ Profit for PE,3.68,11.65,14.46,16.94,6.93,2.09,-0.58,1.88,3.71,5.23,4.56
  └─ Profit for EPS,3.68,11.48,15.87,16.94,6.92,2.08,-0.58,1.84,3.66,5.29,4.56
  └─ Profit Growth %,,216.58%,24.12%,17.15%,-59.09%,-69.84%,-127.75%,424.14%,97.34%,40.97%,-12.81%
EPS in Rs,2.30,1.79,2.48,2.65,1.08,0.33,-0.09,0.29,0.57,0.83,0.71
Dividend Payout %,5%,3%,5%,8%,0%,31%,-55%,17%,17%,18%,28%
