Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1995,2070,2455,3161,2725,2429,3759,4516,3807,4073,4358
  └─ Sales Growth %,,3.75%,18.56%,28.80%,-13.82%,-10.83%,54.71%,20.16%,-15.72%,7.00%,7.00%
Expenses,1660,1622,1669,2046,2148,2072,2774,3568,3775,3793,3976
  └─ Material Cost %,34.07%,31.76%,26.83%,26.92%,34.22%,38.46%,34.07%,33.42%,41.85%,39.72%,37.05%
    └─ Raw material cost,682,652,657,865,924,943,1284,1526,1651,1643,1582
    └─ Change in inventory,-2,6,1,-14,9,-8,-3,-17,-58,-25,32
  └─ Manufacturing Cost %,36.51%,32.67%,29.52%,27.74%,30.82%,31.86%,28.31%,31.24%,42.76%,39.57%,31.10%
  └─ Employee Cost %,8.13%,8.20%,8.21%,6.55%,8.96%,9.60%,7.24%,5.59%,6.97%,6.98%,8.50%
  └─ Other Cost %,4.50%,5.71%,3.43%,3.52%,4.82%,5.36%,4.19%,8.74%,7.60%,6.87%,14.59%
Operating Profit,335,448,786,1115,577,357,984,949,32,279,382
OPM %,17%,22%,32%,35%,21%,15%,26%,21%,1%,7%,9%
Other Income,45,56,106,62,90,67,46,42,90,92,117
  └─ Exceptional items,-1,1,48,-0,-0,-0,-0,-0,-0,1,0
  └─ Other income normal,46,55,58,62,90,67,46,42,90,91,117
Interest,10,13,15,21,14,15,6,19,45,51,63
Depreciation,107,111,127,140,162,174,198,276,377,392,414
Profit before tax,262,381,749,1016,491,235,826,695,-300,-71,21
Tax %,16%,19%,29%,32%,32%,29%,32%,41%,-21%,-9%,112%
Net Profit,220,307,534,690,332,166,560,410,-237,-65,-2
  └─ Exceptional items AT,-1,1,34,-0,-0,-0,-0,-0,-0,1,0
  └─ Profit excl Excep,220,307,500,690,332,166,560,410,-237,-66,-2
  └─ Profit for PE,220,307,500,690,332,166,560,410,-237,-66,-2
  └─ Profit for EPS,220,307,534,690,332,166,560,410,-237,-65,-2
  └─ Profit Growth %,,39%,63%,38%,-52%,-50%,237%,-27%,-158%,72%,96%
EPS in Rs,29.90,41.85,72.78,93.98,45.22,22.57,76.22,55.78,-32.25,-8.87,-0.33
Dividend Payout %,15%,12%,9%,9%,18%,35%,13%,42%,-43%,-178%,-5394%
