Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,154,147,143,183,222,254,365,477
  └─ Sales Growth %,,-4.77%,-2.52%,27.37%,21.84%,13.97%,43.85%,30.69%
Expenses,111,107,99,130,165,200,265,356
  └─ Material Cost %,54%,50%,46%,45%,47%,48%,47%,50%
    └─ Raw material cost,96,74,73,82,117,154,161,238
    └─ Change in inventory,-12,-2,-8,-1,-11,-33,9,1
  └─ Manufacturing Cost %,5%,7%,9%,10%,6%,8%,7%,0%
  └─ Employee Cost %,6%,8%,8%,8%,10%,12%,10%,10%
  └─ Other Cost %,7%,9%,6%,8%,11%,11%,9%,14%
Operating Profit,43,40,44,52,58,53,100,120
OPM %,28%,27%,31%,29%,26%,21%,27%,25%
Other Income,3,2,1,3,8,8,8,19
  └─ Exceptional items,-0.05,-0.08,0.04,-0.06,-0.06,0.01,1.35,2.91
  └─ Other income normal,2.77,2.01,1.24,2.97,8.22,8.26,6.46,15.98
Interest,10,10,13,8,8,8,9,5
Depreciation,9,10,10,10,11,13,15,17
Profit before tax,27,22,23,37,47,40,84,118
Tax %,29%,10%,30%,26%,23%,26%,26%,24%
Net Profit,19,20,16,27,36,30,61,89
  └─ Minority share,0,0,-0,-0,0,2,2,-1
  └─ Exceptional items AT,-0,-0,0,-0,-0,0,1,2
  └─ Profit excl Excep,19,20,16,27,36,30,61,87
  └─ Profit for PE,19,20,16,27,36,32,62,86
  └─ Profit for EPS,19,20,16,27,36,32,63,88
  └─ Profit Growth %,,4%,-20%,72%,33%,-11%,95%,38%
EPS in Rs,16.64,3.46,2.63,3.47,4.62,4.11,7.87,10.93
Dividend Payout %,0%,0%,0%,0%,0%,0%,6%,9%
