Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,17.39,18.21,20.39,26.13,23.94,46.90,67.79,36.18,39.65,46.84,61.54
  └─ Sales Growth %,,4.72%,11.97%,28.15%,-8.38%,95.91%,44.54%,-46.63%,9.59%,18.13%,31.38%
Expenses,15.59,15.01,16.96,20.27,30.02,29.41,51.02,34.82,35.01,39.37,51.74
  └─ Material Cost %,0.86%,0.00%,0.00%,0.00%,-2.92%,-4.48%,10.90%,8.32%,9.63%,8.11%,7.93%
    └─ Raw material cost,0.15,0.00,0.00,0.00,0.00,0.00,3.69,2.46,3.82,3.80,4.88
    └─ Change in inventory,0.00,0.00,0.00,0.00,-0.70,-2.10,3.70,0.55,0.00,0.00,0.00
  └─ Manufacturing Cost %,58.37%,4.67%,13.09%,13.85%,15.71%,9.72%,3.79%,7.08%,6.48%,5.57%,0.00%
  └─ Employee Cost %,20.53%,12.63%,28.05%,32.11%,43.78%,26.80%,30.40%,41.38%,39.39%,36.57%,35.16%
  └─ Other Cost %,9.89%,65.13%,42.03%,31.61%,68.84%,30.66%,30.17%,39.47%,32.79%,33.80%,40.98%
Operating Profit,1.80,3.20,3.43,5.86,-6.08,17.49,16.77,1.36,4.64,7.47,9.80
OPM %,10.35%,17.57%,16.82%,22.43%,-25.40%,37.29%,24.74%,3.76%,11.70%,15.95%,15.92%
Other Income,0.37,0.58,0.92,1.00,2.50,2.39,5.91,1.07,0.67,0.65,0.97
  └─ Exceptional items,-0.03,0.00,0.00,0.00,-0.03,0.00,4.03,0.00,0.00,0.01,0.00
  └─ Other income normal,0.40,0.58,0.92,1.00,2.53,2.39,1.88,1.07,0.67,0.64,0.97
Interest,1.28,1.54,1.87,2.36,3.04,2.26,0.96,1.04,0.98,1.82,2.04
Depreciation,0.68,1.23,2.12,3.13,3.92,3.97,3.69,5.07,5.93,6.25,6.64
Profit before tax,0.21,1.01,0.36,1.37,-10.54,13.65,18.03,-3.68,-1.60,0.05,2.09
Tax %,104.76%,10.89%,69.44%,18.25%,-18.60%,13.99%,33.78%,-16.58%,-17.50%,-20.00%,50.72%
Net Profit,-0.01,0.90,0.11,1.11,-8.59,11.74,11.94,-3.07,-1.33,0.05,1.03
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,-0,0,3,0,0,-0,0
  └─ Profit excl Excep,-0,1,0,1,-9,12,9,-3,-1,0,1
  └─ Profit for PE,-0,1,0,1,-9,12,9,-3,-1,0,1
  └─ Profit for EPS,-0,1,0,1,-9,12,12,-3,-1,0,1
  └─ Profit Growth %,,3100%,-88%,909%,-871%,237%,-21%,-133%,57%,111%,721%
EPS in Rs,-0.02,0.97,0.10,0.73,-5.61,7.67,7.80,-1.97,-0.84,0.08,0.58
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,6.52%,15.38%,0.00%,0.00%,0.00%,0.00%
