Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,102,116,132,183,249,373,519,702
  └─ Sales Growth %,,14.64%,13.00%,38.79%,36.20%,49.99%,39.20%,35.08%
Expenses,69,85,92,116,161,263,395,542
  └─ Material Cost %,20.11%,21.19%,14.22%,16.26%,12.00%,8.99%,6.17%,7.45%
    └─ Raw material cost,20,26,18,31,29,35,31,55
    └─ Change in inventory,0,-1,1,-1,1,-2,2,-2
  └─ Manufacturing Cost %,12.48%,12.83%,11.44%,7.89%,13.60%,24.67%,41.37%,40.04%
  └─ Employee Cost %,25.45%,25.09%,31.70%,26.17%,25.87%,21.79%,17.90%,19.79%
  └─ Other Cost %,10.25%,13.46%,12.30%,13.00%,13.42%,15.10%,10.70%,10.05%
Operating Profit,32,32,40,67,87,110,124,159
OPM %,32%,27%,30%,37%,35%,29%,24%,23%
Other Income,-2,0,1,1,5,7,8,12
  └─ Exceptional items,-1.90,0.00,0.00,0.00,0.00,-0.35,3.62,3.91
  └─ Other income normal,0.10,0.35,0.86,1.10,5.30,6.92,4.82,7.60
Interest,0,1,1,5,3,3,1,5
Depreciation,8,9,9,13,16,21,24,34
Profit before tax,22,23,31,50,73,93,107,131
Tax %,19%,20%,19%,18%,17%,18%,19%,16%
Net Profit,17,18,25,41,61,76,87,110
  └─ Profit from Associates,0,0,0,0,0,0,0,-0
  └─ Minority share,0,-2,-8,0,0,-1,-3,-2
  └─ Exceptional items AT,-2,0,0,0,0,-0,3,3
  └─ Profit excl Excep,19,18,25,41,61,77,84,107
  └─ Profit for PE,19,17,17,41,62,75,82,105
  └─ Profit for EPS,17,17,17,41,62,75,85,108
  └─ Profit Growth %,,-12%,5%,137%,49%,22%,9%,28%
EPS in Rs,2.49,2.37,2.49,5.90,7.90,9.06,10.22,13.02
Dividend Payout %,0%,0%,0%,21%,15%,13%,12%,10%
