Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1241,1254,1208,1237
  └─ Sales Growth %,,1.03%,-3.63%,2.41%
Expenses,1047,1067,1084,1112
  └─ Manufacturing Cost %,70%,70%,73%,0%
  └─ Employee Cost %,10%,11%,12%,12%
  └─ Other Cost %,4%,5%,5%,78%
Operating Profit,194,187,125,125
OPM %,16%,15%,10%,10%
Other Income,7,7,13,13
  └─ Exceptional items,0.24,0.76,9.38,-2.28
  └─ Other income normal,6.93,6.39,4.06,15.26
Interest,2,1,1,2
Depreciation,15,19,22,26
Profit before tax,185,174,115,110
Tax %,25%,24%,26%,26%
Net Profit,139,132,86,81
  └─ Exceptional items AT,0,1,7,-2
  └─ Profit excl Excep,139,131,79,83
  └─ Profit for PE,139,131,79,83
  └─ Profit for EPS,139,132,86,81
  └─ Profit Growth %,,-6%,-40%,5%
EPS in Rs,36.35,34.34,22.36,21.20
Dividend Payout %,22%,23%,36%,33%
