Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,503,531,586,644,639,559,793,1040,975,1004,1072
  └─ Sales Growth %,,5.64%,10.29%,9.88%,-0.84%,-12.49%,41.93%,31.13%,-6.22%,2.93%,6.75%
Expenses,479,511,559,614,620,508,745,1019,969,1014,1033
  └─ Material Cost %,60%,63%,61%,61%,67%,58%,61%,67%,68%,72%,74%
    └─ Raw material cost,305,338,356,400,428,319,494,707,672,727,794
    └─ Change in inventory,-3,-4,-0,-9,-3,5,-10,-5,-5,0,-2
  └─ Manufacturing Cost %,14%,16%,16%,17%,14%,17%,19%,18%,18%,15%,0%
  └─ Employee Cost %,9%,9%,9%,8%,8%,8%,7%,6%,7%,7%,7%
  └─ Other Cost %,12%,8%,10%,9%,8%,8%,7%,6%,6%,6%,16%
Operating Profit,24,20,27,30,19,51,49,21,7,-10,39
OPM %,5%,4%,5%,5%,3%,9%,6%,2%,1%,-1%,4%
Other Income,1,7,5,26,4,3,5,14,6,35,8
  └─ Exceptional items,0.10,0.02,-0.10,20.93,1.46,-0.12,0.05,7.72,-0.84,28.55,0.00
  └─ Other income normal,0.84,6.53,4.64,4.95,2.52,2.64,4.88,6.26,6.74,6.94,7.87
Interest,11,11,12,12,17,14,11,12,15,19,25
Depreciation,8,9,8,10,11,12,13,15,16,19,21
Profit before tax,6,7,11,33,-5,28,29,8,-19,-13,1
Tax %,29%,23%,34%,24%,-56%,42%,36%,18%,-38%,-17%,-21%
Net Profit,4,5,7,25,-2,17,19,7,-12,-11,2
  └─ Minority share,0,0,0,-0,0,0,0,0,-0,-0,-0
  └─ Exceptional items AT,0,0,-0,16,1,-0,0,6,-1,29,0
  └─ Profit excl Excep,4,5,7,9,-4,17,19,1,-11,-40,2
  └─ Profit for PE,4,5,7,9,-4,17,19,1,-11,-40,1
  └─ Profit for EPS,4,5,7,25,-2,17,19,7,-12,-11,1
  └─ Profit Growth %,,25%,45%,25%,-141%,537%,14%,-95%,-1338%,-265%,103%
EPS in Rs,70.17,86.17,2.94,9.96,-0.92,6.53,7.46,2.85,-4.64,-4.43,0.54
Dividend Payout %,23%,23%,16%,5%,0%,4%,3%,9%,0%,0%,0%
