Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,199,252,274,330,332
  └─ Sales Growth %,,27.01%,8.80%,20.17%,0.74%
Expenses,173,219,241,295,288
  └─ Material Cost %,60%,56%,56%,57%,59%
    └─ Raw material cost,132,150,157,187,203
    └─ Change in inventory,-13,-8,-4,2,-8
  └─ Manufacturing Cost %,11%,13%,14%,15%,0%
  └─ Employee Cost %,9%,9%,9%,8%,10%
  └─ Other Cost %,7%,8%,9%,9%,18%
Operating Profit,26,33,33,35,45
OPM %,13%,13%,12%,11%,13%
Other Income,1,2,3,5,6
  └─ Exceptional items,0.00,-0.01,0.13,0.02,0.00
  └─ Other income normal,1.10,2.10,2.77,4.94,6.43
Interest,3,7,8,10,11
Depreciation,11,14,16,17,17
Profit before tax,13,14,12,13,23
Tax %,26%,26%,28%,39%,25%
Net Profit,10,11,9,8,17
  └─ Exceptional items AT,0,-0,0,0,0
  └─ Profit excl Excep,10,11,9,8,17
  └─ Profit for PE,10,11,9,8,17
  └─ Profit for EPS,10,11,9,8,17
  └─ Profit Growth %,,11%,-20%,-7%,117%
EPS in Rs,1.42,1.55,1.23,1.09,2.32
Dividend Payout %,6%,5%,0%,0%,0%
