Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,143,165,205,252,233,185,256,262,329,390,425
  └─ Sales Growth %,,15.42%,24.37%,22.83%,-7.30%,-20.68%,38.37%,2.28%,25.45%,18.81%,8.91%
Expenses,130,150,182,215,197,158,210,227,278,330,358
  └─ Material Cost %,55%,58%,59%,58%,54%,56%,55%,57%,59%,59%,58%
    └─ Raw material cost,82,92,124,155,122,85,152,147,206,221,254
    └─ Change in inventory,-3,4,-3,-10,3,20,-10,2,-12,11,-6
  └─ Manufacturing Cost %,2%,1%,2%,2%,1%,1%,1%,3%,3%,2%,-0%
  └─ Employee Cost %,19%,17%,15%,14%,17%,18%,15%,16%,14%,12%,11%
  └─ Other Cost %,15%,14%,13%,12%,12%,10%,11%,11%,9%,11%,15%
Operating Profit,13,15,23,37,36,27,46,35,50,60,67
OPM %,9%,9%,11%,15%,16%,15%,18%,13%,15%,15%,16%
Other Income,7,5,5,7,8,9,10,11,13,14,11
  └─ Exceptional items,0.08,0.03,0.03,-0.08,0.02,0.09,0.16,0.09,-2.48,-5.32,-3.51
  └─ Other income normal,6.63,5.29,4.90,6.76,7.58,9.29,10.12,10.44,15.52,19.35,14.07
Interest,0,0,0,0,0,0,1,1,1,1,0
Depreciation,3,2,2,2,4,4,4,5,5,5,5
Profit before tax,17,18,26,41,40,32,52,40,58,69,72
Tax %,36%,38%,36%,30%,26%,25%,26%,26%,26%,27%,26%
Net Profit,11,11,17,29,30,24,39,30,43,50,54
  └─ Exceptional items AT,0,0,0,-0,0,0,0,0,-2,-4,-3
  └─ Profit excl Excep,11,11,17,29,30,24,38,30,45,54,56
  └─ Profit for PE,11,11,17,29,30,24,38,30,45,54,56
  └─ Profit for EPS,11,11,17,29,30,24,39,30,43,50,54
  └─ Profit Growth %,,7%,48%,72%,3%,-19%,60%,-23%,51%,21%,4%
EPS in Rs,70.19,77.64,114.84,196.74,203.41,166.07,265.37,204.72,294.87,346.72,368.73
Dividend Payout %,4%,3%,2%,1%,1%,6%,60%,54%,68%,58%,0%
