Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,142,180,177,116,122,92,161,84,125,167,153
  └─ Sales Growth %,,26.48%,-1.53%,,5.07%,-25.02%,74.95%,-47.42%,48.07%,33.40%,-8.04%
Expenses,127,161,166,97,103,73,139,62,105,144,137
  └─ Material Cost %,40.85%,39.72%,50.19%,58.51%,43.74%,36.51%,54.36%,41.26%,54.00%,58.68%,38.79%
    └─ Raw material cost,74,82,88,67,55,35,81,36,71,99,59
    └─ Change in inventory,-16,-10,1,2,-1,-1,6,-2,-4,-1,0
  └─ Manufacturing Cost %,22.54%,28.52%,21.89%,13.55%,14.30%,12.84%,13.86%,10.92%,19.42%,16.34%,11.07%
  └─ Employee Cost %,10.83%,11.59%,11.07%,9.05%,9.20%,9.26%,7.88%,10.54%,8.29%,9.01%,10.05%
  └─ Other Cost %,14.79%,9.54%,10.37%,1.92%,17.29%,21.32%,10.66%,10.71%,2.68%,2.44%,29.14%
Operating Profit,16,19,11,20,19,18,21,22,20,23,17
OPM %,11%,11%,6%,17%,15%,20%,13%,27%,16%,14%,11%
Other Income,11,8,11,0,0,0,0,2,3,4,5
  └─ Exceptional items,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,8.46,8.32,11.09,0.11,0.11,0.10,0.26,2.40,2.96,3.60,5.19
Interest,7,11,11,11,9,9,10,10,12,14,11
Depreciation,6,7,7,7,6,6,5,7,6,7,6
Profit before tax,14,10,5,2,4,4,7,7,4,6,5
Tax %,29%,41%,34%,-5%,-1%,5%,3%,8%,6%,4%,25%
Net Profit,10,6,3,2,4,4,7,7,4,5,4
  └─ Exceptional items AT,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,8.12,5.63,3.38,2.13,4.27,3.55,6.67,6.69,3.57,5.43,3.62
  └─ Profit for PE,8.12,5.63,3.38,2.13,4.27,3.55,6.67,6.69,3.57,5.43,3.62
  └─ Profit for EPS,10.21,5.63,3.38,2.13,4.27,3.55,6.67,6.69,3.57,5.43,3.62
  └─ Profit Growth %,,-30.67%,-39.96%,,100.47%,-16.86%,87.89%,0.30%,-46.64%,52.10%,-33.33%
EPS in Rs,0.51,0.28,0.17,0.11,0.21,0.18,0.33,0.33,0.18,0.27,0.18
Dividend Payout %,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
