Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.13,0.03,0.12,0.00,0.12,0.20,0.10,4.81,4.38,24.01
  └─ Sales Growth %,,-77%,300%,-100%,,67%,-50%,4710%,-9%,448%
Expenses,0.15,0.15,0.11,0.11,0.13,0.12,0.13,2.92,5.14,13.76
  └─ Material Cost %,7.69%,33.33%,8.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Raw material cost,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,15.59%,37.67%,0.00%
  └─ Employee Cost %,53.85%,200.00%,16.67%,,33.33%,20.00%,40.00%,23.08%,39.04%,11.08%
  └─ Other Cost %,53.85%,266.67%,66.67%,,75.00%,40.00%,90.00%,22.04%,40.64%,46.23%
Operating Profit,-0.02,-0.12,0.01,-0.11,-0.01,0.08,-0.03,1.89,-0.76,10.25
OPM %,-15.38%,-400.00%,8.33%,,-8.33%,40.00%,-30.00%,39.29%,-17.35%,42.69%
Other Income,0.04,0.14,0.01,0.01,0.02,0.13,0.05,2.07,1.52,0.47
  └─ Other income normal,0.04,0.14,0.01,0.01,0.02,0.13,0.05,2.07,1.52,0.47
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.00
Depreciation,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.94,1.23,1.65
Profit before tax,0.01,0.02,0.01,-0.11,0.00,0.20,0.02,2.97,-0.56,9.07
Tax %,100.00%,50.00%,0.00%,0.00%,,15.00%,0.00%,21.21%,196.43%,38.15%
Net Profit,0.01,0.02,0.01,-0.10,0.00,0.17,0.01,2.34,-1.66,5.62
  └─ Profit excl Excep,0,0,0,-0,0,0,0,2,-2,6
  └─ Profit for PE,0,0,0,-0,0,0,0,2,-2,6
  └─ Profit for EPS,0,0,0,-0,0,0,0,2,-2,6
  └─ Profit Growth %,,100%,-50%,-1100%,100%,,-94%,23300%,-171%,439%
EPS in Rs,0.01,0.02,0.01,-0.11,0.00,0.18,0.01,2.47,-0.68,2.21
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,2.27%
