Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,9,46,59,88,144,203
  └─ Sales Growth %,,389.44%,26.95%,50.34%,62.23%,41.24%
Expenses,9,40,46,69,108,148
  └─ Material Cost %,0%,0%,0%,0%,0%,58%
    └─ Raw material cost,0,0,0,0,0,120
    └─ Change in inventory,0,0,0,0,0,-2
  └─ Manufacturing Cost %,83%,81%,71%,70%,64%,0%
  └─ Employee Cost %,5%,2%,3%,4%,5%,5%
  └─ Other Cost %,7%,4%,4%,5%,6%,9%
Operating Profit,0,6,13,19,35,55
OPM %,5%,14%,22%,22%,25%,27%
Other Income,-0,0,1,1,3,3
  └─ Exceptional items,-0.07,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.02,0.16,1.03,0.66,2.99,2.76
Interest,0,0,0,0,0,2
Depreciation,0,1,1,2,2,5
Profit before tax,0,6,12,18,36,50
Tax %,27%,26%,26%,22%,15%,10%
Net Profit,0,4,9,14,30,45
  └─ Minority share,0,0,-0,-1,-4,-5
  └─ Exceptional items AT,-0,0,0,0,0,0
  └─ Profit excl Excep,0,4,9,14,30,45
  └─ Profit for PE,0,4,9,13,26,41
  └─ Profit for EPS,0,4,9,13,26,41
  └─ Profit Growth %,,2435%,112%,43%,99%,57%
EPS in Rs,120.00,4310.00,10.63,10.09,20.06,27.56
Dividend Payout %,0%,0%,0%,10%,1%,0%
