Metric,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Sales,150.17,194.34,179.94,189.06,156.37,84.92,98.52,99.24,108.64,99.59,96.99
  └─ Sales Growth %,,29.41%,-7.41%,5.07%,-17.29%,-45.69%,16.02%,0.73%,9.47%,-8.33%,-2.61%
Expenses,131.34,173.30,158.15,164.71,138.83,83.79,85.89,81.82,96.39,84.80,90.40
  └─ Material Cost %,71%,74%,72%,74%,75%,82%,76%,70%,72%,67%,73%
    └─ Raw material cost,106,164,129,137,124,81,62,66,86,66,70
    └─ Change in inventory,1,-20,1,4,-7,-11,12,4,-8,1,0
  └─ Manufacturing Cost %,8%,7%,8%,5%,7%,8%,4%,5%,5%,6%,0%
  └─ Employee Cost %,2%,3%,3%,3%,3%,5%,4%,4%,6%,8%,9%
  └─ Other Cost %,6%,6%,5%,4%,4%,4%,3%,3%,6%,3%,12%
Operating Profit,18.83,21.04,21.79,24.35,17.54,1.13,12.63,17.42,12.25,14.79,6.59
OPM %,12.54%,10.83%,12.11%,12.88%,11.22%,1.33%,12.82%,17.55%,11.28%,14.85%,6.79%
Other Income,1.45,2.03,2.27,3.74,1.33,-3.19,-6.50,-7.81,-15.85,2.05,4.71
  └─ Exceptional items,0.11,-0.01,-0.95,0.50,-0.17,-3.40,-6.89,-9.70,-18.49,-0.05,0.00
  └─ Other income normal,1.34,2.04,3.22,3.24,1.50,0.21,0.39,1.89,2.64,2.10,4.71
Interest,6.56,7.97,12.80,17.15,17.96,16.06,12.31,11.19,8.93,7.40,9.89
Depreciation,3.21,4.78,5.27,6.83,6.91,5.29,3.99,3.06,2.69,2.83,4.11
Profit before tax,10.51,10.32,5.99,4.11,-6.00,-23.41,-10.17,-4.64,-15.22,6.61,-2.70
Tax %,26.36%,34.59%,19.20%,73.97%,-40.33%,-3.16%,-14.26%,33.19%,23.92%,0.00%,0.00%
Net Profit,7.74,6.75,4.84,1.07,-3.59,-22.67,-8.72,-6.17,-18.86,6.61,-2.70
  └─ Minority share,0,0,0,0,0,0,0,0,0,-1,0
  └─ Exceptional items AT,0,-0,-1,0,-0,-3,-7,-6,-15,-0,0
  └─ Profit excl Excep,8,7,5,1,-3,-19,-2,0,-4,7,-3
  └─ Profit for PE,8,7,5,1,-3,-19,-2,0,-4,6,-3
  └─ Profit for EPS,8,7,5,1,-4,-23,-9,-6,-19,6,-3
  └─ Profit Growth %,,-12%,-20%,-83%,-466%,-460%,90%,115%,-1532%,244%,-147%
EPS in Rs,0.36,0.31,0.22,0.05,-0.17,-1.05,-0.40,-0.25,-0.69,0.21,-0.10
Dividend Payout %,18.58%,21.30%,29.71%,201.50%,-6.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
