Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Sales,25.41,17.71,16.31,10.61,10.32,4.95,1.20
  └─ Sales Growth %,,-30%,-8%,-35%,-3%,-52%,-76%
Expenses,22.45,15.14,13.06,8.31,8.16,2.88,2.16
  └─ Material Cost %,62%,51%,48%,43%,56%,32%,61%
    └─ Raw material cost,15.72,9.02,7.75,4.51,5.74,1.59,0.73
  └─ Manufacturing Cost %,1%,1%,1%,1%,1%,2%,13%
  └─ Employee Cost %,18%,23%,20%,21%,10%,11%,57%
  └─ Other Cost %,8%,10%,11%,14%,12%,13%,49%
Operating Profit,2.96,2.57,3.25,2.30,2.16,2.07,-0.96
OPM %,11.65%,14.51%,19.93%,21.68%,20.93%,41.82%,-80.00%
Other Income,0.80,0.84,0.24,0.59,0.59,0.16,2.27
  └─ Exceptional items,0.41,0.45,0.02,0.25,0.05,0.00,1.93
  └─ Other income normal,0.39,0.39,0.22,0.34,0.54,0.16,0.34
Interest,1.39,1.61,1.74,1.92,2.01,1.52,0.67
Depreciation,0.69,0.70,0.77,0.74,0.63,0.53,0.50
Profit before tax,1.68,1.10,0.98,0.23,0.11,0.18,0.14
Tax %,27.38%,36.36%,38.78%,60.87%,45.45%,-11.11%,221.43%
Net Profit,1.22,0.70,0.60,0.09,0.07,0.20,-0.17
  └─ Exceptional items AT,0,0,0,0,0,0,2
  └─ Profit excl Excep,1,0,1,-0,0,0,-2
  └─ Profit for PE,1,0,1,-0,0,0,-2
  └─ Profit for EPS,1,1,1,0,0,0,-0
  └─ Profit Growth %,,-58%,51%,-103%,350%,300%,-990%
EPS in Rs,1.51,0.57,0.49,0.06,0.04,0.13,-0.10
Dividend Payout %,8.38%,55.07%,0.00%,0.00%,0.00%,0.00%,0.00%
