Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,192,242,260,377,504,353,470,768,1337,1047,1048,1124
  └─ Sales Growth %,,25.73%,7.34%,45.04%,33.83%,-30.02%,33.34%,63.29%,74.02%,-21.71%,0.15%,7.26%
Expenses,187,227,240,354,488,344,452,726,1285,987,1019,1107
  └─ Material Cost %,88%,88%,86%,90%,93%,92%,92%,90%,93%,91%,94%,95%
    └─ Raw material cost,173,207,223,339,473,331,434,708,1350,952,995,1069
    └─ Change in inventory,-4,5,1,-1,-3,-7,-3,-16,-106,-3,-13,3
  └─ Manufacturing Cost %,3%,2%,2%,1%,2%,2%,1%,1%,1%,1%,1%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%,2%,2%,1%,1%,1%,1%,1%
  └─ Other Cost %,5%,3%,2%,2%,1%,2%,2%,2%,1%,1%,1%,2%
Operating Profit,6,15,20,22,16,9,18,42,51,59,29,17
OPM %,3%,6%,8%,6%,3%,2%,4%,5%,4%,6%,3%,2%
Other Income,3,3,4,5,5,6,8,9,8,5,17,19
  └─ Exceptional items,0.00,0.04,-0.02,-0.01,-0.03,0.00,0.00,0.04,-0.02,-0.02,8.35,0.00
  └─ Other income normal,2.64,3.04,3.85,5.00,5.09,5.97,7.55,9.17,8.48,5.06,9.00,18.74
Interest,5,6,8,6,9,10,8,11,20,21,12,12
Depreciation,2,3,3,2,3,3,3,4,5,6,6,6
Profit before tax,1,9,13,18,9,2,15,36,35,38,29,17
Tax %,22%,30%,28%,31%,11%,80%,16%,24%,22%,20%,21%,37%
Net Profit,1,6,9,13,8,0,12,27,27,30,23,11
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.77,-0.87,0.01,1.63
  └─ Exceptional items AT,0.00,0.03,-0.01,0.00,-0.02,0.00,0.00,0.03,-0.01,-0.01,6.61,0.00
  └─ Profit excl Excep,0.69,5.99,9.47,12.72,8.39,0.43,12.38,27.29,27.45,30.01,16.14,10.95
  └─ Profit for PE,0.69,5.99,9.47,12.72,8.39,0.43,12.38,27.29,26.68,29.14,16.15,12.58
  └─ Profit for EPS,0.69,6.02,9.46,12.72,8.37,0.43,12.38,27.32,26.67,29.13,22.76,12.58
  └─ Profit Growth %,,768.12%,58.10%,34.32%,-34.04%,-94.87%,2779.07%,120.44%,-2.24%,9.22%,-44.58%,-22.11%
EPS in Rs,0.01,0.05,0.08,0.10,0.07,0.00,0.10,0.22,0.19,0.19,0.15,0.08
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%
