Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,87,70,67,101,128,115,144,176,225,191,175,215
  └─ Sales Growth %,14.02%,-20.39%,-4.35%,51.43%,27.22%,-10.16%,25.05%,21.93%,28.07%,-15.00%,-8.39%,22.94%
Expenses,69,57,56,83,108,97,100,128,163,149,129,171
  └─ Material Cost %,52%,54%,60%,62%,63%,58%,43%,44%,48%,54%,47%,53%
    └─ Raw material cost,39,35,38,60,80,68,71,77,99,102,82,117
    └─ Change in inventory,7,2,2,3,1,-0,-10,0,10,0,-0,-4
  └─ Manufacturing Cost %,13%,15%,11%,9%,9%,11%,10%,11%,10%,10%,9%,0%
  └─ Employee Cost %,5%,6%,7%,5%,6%,6%,7%,7%,6%,6%,8%,8%
  └─ Other Cost %,8%,8%,7%,6%,6%,8%,9%,11%,8%,8%,10%,19%
Operating Profit,19,12,10,18,20,19,44,48,62,43,46,44
OPM %,21%,18%,15%,17%,16%,16%,31%,27%,28%,22%,26%,20%
Other Income,3,3,3,4,6,5,4,3,9,12,16,26
  └─ Exceptional items,0.00,0.04,0.01,0.21,0.03,0.92,0.16,0.27,2.78,0.91,1.22,10.15
  └─ Other income normal,3.03,2.80,2.98,4.17,5.48,4.17,3.48,2.94,5.88,10.86,14.37,15.43
Interest,1,0,0,0,0,0,0,0,0,0,0,0
Depreciation,1,1,1,1,1,1,1,1,2,2,3,3
Profit before tax,20,14,12,20,24,22,47,50,69,52,59,67
Tax %,32%,32%,31%,34%,28%,24%,26%,27%,26%,25%,28%,24%
Net Profit,14,9,8,13,18,17,34,36,51,39,43,50
  └─ Minority share,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,1,0,0,2,1,1,7
  └─ Profit excl Excep,14,9,8,13,18,16,34,36,49,38,42,43
  └─ Profit for PE,13,9,8,13,18,16,34,36,49,38,42,43
  └─ Profit for EPS,13,9,8,13,18,17,34,36,51,39,43,50
  └─ Profit Growth %,30%,-30%,-13%,66%,32%,-7%,110%,6%,34%,-21%,9%,3%
EPS in Rs,4.08,2.88,2.49,4.17,5.46,5.28,10.67,11.33,15.80,12.15,13.25,15.67
Dividend Payout %,4%,5%,6%,4%,3%,4%,9%,1%,6%,8%,8%,255%
