Metric,Mar 2026
  └─ Profit from operations,13.54
  └─ Receivables,-3.27
  └─ Payables,4.50
  └─ Other WC items,-8.91
  └─ Working capital changes,-7.67
  └─ Direct taxes,-3.65
  └─ Fixed assets purchased,-0.50
  └─ Fixed assets sold,0.02
  └─ Investment income,1.49
  └─ Other investing items,-32.90
  └─ Proceeds from shares,30.89
  └─ Repayment of borrowings,-0.38
  └─ Interest paid fin,-0.06
