Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-16,-23,-6,-16,-18,-5,50,27,33,9,-114
  └─ Profit from operations,-5,-3,-16,-6,-15,-6,65,36,36,32,13
  └─ Receivables,-6,4,3,0,-0,0,-1,1,-1,1,-2
  └─ Inventory,-8,15,-5,-1,-6,-2,-6,1,-0,0,0
  └─ Payables,0,8,-8,-0,-0,1,-1,0,13,-13,5
  └─ Loans Advances,-4,-8,-2,22,4,-1,0,1,-2,2,-116
  └─ Operating borrowings,10,-34,24,-31,0,0,0,0,0,0,0
  └─ Other WC items,-1,-4,-0,1,-0,0,-0,0,-1,1,0
  └─ Working capital changes,-9,-20,11,-9,-2,-1,-7,3,9,-9,-113
  └─ Direct taxes,-1,-0,-1,-1,-0,0,-7,-12,-12,-15,-15
  └─ Other operating items,0,0,0,0,0,2,0,0,0,0,0
Cash from Investing Activity,20,27,8,16,16,4,-81,-22,-7,-108,139
  └─ Fixed assets purchased,0,0,-0,0,0,-0,-0,0,-0,-0,-0
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0,0,0
  └─ Investments purchased,-305,-480,-344,-146,-172,-138,-1058,-1080,-1140,-2299,-2145
  └─ Investments sold,315,502,337,157,186,142,975,1054,1131,2189,2279
  └─ Dividends received,10,4,16,6,1,0,2,4,2,3,4
  └─ Other investing items,0,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activity,-4,-3,-3,-0,9,-7,33,-7,-24,120,-45
  └─ Proceeds from shares,0,0,0,0,0,0,11,0,0,79,0
  └─ Proceeds from borrowings,0,0,0,0,28,75,278,147,315,869,1194
  └─ Repayment of borrowings,0,0,0,0,-18,-80,-256,-153,-337,-827,-1236
  └─ Interest paid fin,-4,-3,-0,-0,-0,-2,-0,-1,-2,-1,-3
  └─ Other financing items,0,0,-3,0,0,-0,-0,0,0,-0,0
Net Cash Flow,0,2,-1,-0,7,-7,2,-2,2,20,-21
  └─ Free Cash Flow,-16,-23,-6,-16,-18,-5,50,27,33,9,-114
  └─ CFO/OP,-80%,-283%,-35%,-195%,136%,-19%,68%,185%,36%,33%,-86%
