Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2303,220,539,-3875
  └─ Profit from operations,-1660,-239,-1001,-1352
  └─ Receivables,0,-5,-19,-6
  └─ Payables,0,40,197,523
  └─ Loans Advances,0,3,-1,-2
  └─ Other WC items,0,434,1401,-258
  └─ Working capital changes,0,472,1577,257
  └─ Direct taxes,0,-13,-37,0
  └─ Other operating items,-642,0,0,-2780
Cash from Investing Activity,-1289,-165,-2638,247
  └─ Fixed assets purchased,0,-35,-23,-101
  └─ Fixed assets sold,0,0,0,1
  └─ Investments purchased,0,-10061,-17078,-25807
  └─ Investments sold,0,11699,13020,29746
  └─ Interest received,0,54,304,171
  └─ Other investing items,-1289,-1822,1138,-3763
Cash from Financing Activity,3263,-11,2105,4101
  └─ Proceeds from shares,0,0,2297,4251
  └─ Interest paid fin,0,-6,-6,0
  └─ Financial liabilities,0,-6,-14,-23
  └─ Other financing items,3263,0,-172,-126
Net Cash Flow,-328,44,7,473
  └─ Free Cash Flow,-2303,186,516,-3976
  └─ CFO/OP,128%,-47%,-100%,261%
