Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,33,-23,66,46,108
  └─ Profit from operations,56,72,94,117,135,148
  └─ Receivables,-109,-95,-273,22,-183,-131
  └─ Inventory,21,4,-79,63,14,6
  └─ Payables,33,78,334,-143,73,158
  └─ Other WC items,12,2,-87,81,-15,12
  └─ Working capital changes,-43,-11,-105,23,-110,45
  └─ Direct taxes,-15,-27,-12,-74,22,-85
Cash from Investing Activity,11,-24,30,24,-36,-98
  └─ Fixed assets purchased,-0,-2,-3,-4,-1,-0
  └─ Fixed assets sold,0,0,0,0,0,0
  └─ Investments purchased,0,0,-35,-2,-35,-240
  └─ Investments sold,0,0,70,13,36,90
  └─ Interest received,4,1,4,3,5,7
  └─ Invest in subsidiaries,0,0,-5,0,0,0
  └─ Other investing items,7,-23,-1,13,-41,45
Cash from Financing Activity,-1,-29,22,-22,-20,-9
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,3.10
  └─ Proceeds from borrowings,7.81,0.00,32.19,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,-18.35,-0.70,-5.29,-2.74,0.00
  └─ Interest paid fin,-7.33,-8.96,-7.74,-12.91,-13.46,-11.06
  └─ Financial liabilities,-1.45,-1.38,-2.07,-3.68,-4.28,-4.89
  └─ Other financing items,0.00,0.00,0.21,0.00,0.00,4.15
Net Cash Flow,8,-19,29,67,-10,2
  └─ Free Cash Flow,-2,31,-25,62,45,108
  └─ CFO/OP,28%,94%,-13%,139%,21%,144%
