Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13,17,20,51,25,-1,83
  └─ Profit from operations,20,25,40,36,46,56,78
  └─ Receivables,-5,-22,22,-19,22,-34,7
  └─ Inventory,22,-18,-34,37,-23,-8,7
  └─ Payables,1,1,-2,1,-2,3,-1
  └─ Loans Advances,0,-0,0,0,0,0,0
  └─ Other WC items,-23,36,3,3,-7,-5,12
  └─ Working capital changes,-3,-3,-11,21,-11,-44,25
  └─ Direct taxes,-4,-4,-9,-7,-11,-13,-21
  └─ Other operating items,0,0,0,0,0,0,-0
Cash from Investing Activity,-1,-11,-13,-5,-19,-14,-35
  └─ Fixed assets purchased,-1.39,-10.77,-12.66,-5.03,-18.74,-14.14,-16.76
  └─ Fixed assets sold,0.01,0.00,0.07,0.10,0.08,0.10,0.08
  └─ Investments purchased,0.00,-0.02,0.00,-0.05,-0.06,-0.07,-18.81
  └─ Investments sold,0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,-0.16,-0.07,0.13,-0.12,0.04
Cash from Financing Activity,-11,-7,-7,-37,-6,7,-14
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,9.36,0.00
  └─ Repayment of borrowings,-6.60,-4.21,-13.54,-30.21,-6.87,0.00,-9.22
  └─ Interest paid fin,-3.52,-2.05,-4.02,-2.82,-1.19,-2.21,-2.12
  └─ Dividends paid,-0.60,-0.30,-0.30,-0.60,-0.90,-1.20,-1.50
  └─ Financial liabilities,-0.29,-0.27,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.12,0.00,10.95,-3.07,2.73,0.77,-1.11
Net Cash Flow,0,-0,-0,9,0,-9,33
  └─ Free Cash Flow,11,7,7,46,6,-15,66
  └─ CFO/OP,80%,88%,73%,161%,77%,21%,133%
