Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,-1,-1,-6,-2,9
  └─ Profit from operations,3.55,4.26,7.64,11.82,10.84,19.48
  └─ Receivables,-2.32,0.87,-13.94,-1.42,0.32,-2.07
  └─ Inventory,-7.02,-11.94,8.05,-2.39,-15.71,-12.00
  └─ Payables,-1.66,6.18,0.29,1.75,-0.32,8.23
  └─ Loans Advances,0.00,-0.18,-0.13,-14.76,6.03,-4.04
  └─ Other WC items,7.44,-0.60,-2.16,0.22,-2.28,1.23
  └─ Working capital changes,-3.56,-5.66,-7.89,-16.60,-11.97,-8.65
  └─ Direct taxes,-0.13,0.36,-0.64,-0.94,-0.71,-1.77
Cash from Investing Activity,-1,-1,-1,-7,-4,-23
  └─ Fixed assets purchased,-0.75,-0.92,-1.03,-2.49,-10.90,-2.24
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.09,0.01
  └─ Investments purchased,0.00,0.00,0.00,-5.01,0.00,-21.14
  └─ Investments sold,0.00,0.00,0.00,0.61,6.54,0.00
  └─ Interest received,0.00,0.00,0.00,0.20,0.37,0.31
  └─ Dividends received,0.00,0.00,0.00,0.05,0.00,0.00
  └─ Other investing items,-0.07,0.08,0.18,0.04,0.07,0.00
Cash from Financing Activity,12,3,-6,27,18,4
  └─ Proceeds from shares,0.00,0.00,6.84,51.05,0.30,0.17
  └─ Proceeds from borrowings,12.12,5.04,0.00,0.00,20.07,6.01
  └─ Repayment of borrowings,0.00,0.00,-10.00,-22.24,0.00,-1.12
  └─ Interest paid fin,-0.64,-2.00,-2.48,-1.81,-1.92,-0.74
  └─ Other financing items,0.25,0.19,0.13,0.33,0.00,0.00
Net Cash Flow,11,1,-7,15,13,-10
  └─ Free Cash Flow,-1,-2,-2,-8,-13,7
  └─ CFO/OP,0%,-31%,-4%,-66%,-11%,59%
