Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,922,1746,955,1263,1434,1543,1249
  └─ Profit from operations,1669,1560,1247,1174,1104,1264,1915
  └─ Receivables,-155,-58,-399,232,236,40,48
  └─ Inventory,0,0,0,0,0,-4,-13
  └─ Payables,17,100,126,-211,12,151,-210
  └─ Other WC items,-584,141,6,123,93,225,-409
  └─ Working capital changes,-721,183,-266,144,341,412,-584
  └─ Direct taxes,-21,3,-26,-55,-11,-132,-82
  └─ Other operating items,-5,0,0,0,0,0,0
Cash from Investing Activity,-1426,458,-425,-1410,-1888,-3976,-7317
  └─ Fixed assets purchased,-2249,-186,-1451,-769,-2823,-3266,-5321
  └─ Fixed assets sold,0,0,0,0,21,4,2
  └─ Investments purchased,0,0,0,0,-199,-275,0
  └─ Investments sold,0,871,1086,111,136,155,0
  └─ Interest received,128,68,26,56,120,153,267
  └─ Redemp n Canc of Shares,0,0,0,0,1250,0,0
  └─ Acquisition of companies,0,0,0,0,-48,0,0
  └─ Other investing items,695,-296,-86,-807,-346,-747,-2265
Cash from Financing Activity,474,-2040,-556,215,216,3408,7015
  └─ Proceeds from shares,0,0,62,0,0,2293,0
  └─ Proceeds from debentures,1200,488,3096,0,0,0,0
  └─ Redemption of debentures,0,-469,-1209,-376,-227,-474,-1145
  └─ Proceeds from borrowings,1955,259,965,1926,1342,6653,12594
  └─ Repayment of borrowings,-1517,-1081,-2389,-567,-194,-4040,-2748
  └─ Interest paid fin,0,-1194,-1044,-718,-668,-963,-1497
  └─ Dividends paid,0,0,0,0,0,0,-24
  └─ Financial liabilities,-50,-48,-32,-49,-32,-61,-165
  └─ Other financing items,-1114,6,-5,0,-5,0,0
Net Cash Flow,-31,164,-25,69,-238,975,947
  └─ Free Cash Flow,-1327,1560,-496,495,-1368,-1719,-4071
  └─ CFO/OP,57%,112%,79%,112%,132%,135%,75%
