Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,-0,-1,
  └─ Profit from operations,2.53,6.68,9.42,
  └─ Receivables,-1.07,5.71,-5.70,
  └─ Inventory,-2.28,-1.19,-1.71,
  └─ Payables,-1.29,-10.39,-1.49,
  └─ Loans Advances,2.72,-0.23,-0.61,
  └─ Other WC items,0.62,-0.16,1.05,
  └─ Working capital changes,-1.31,-6.26,-8.46,
  └─ Direct taxes,-0.77,-0.90,-2.02,
Cash from Investing Activity,-1,0,1,
  └─ Fixed assets purchased,0.00,-0.03,-0.02,
  └─ Investments purchased,-0.60,0.00,0.00,
  └─ Investments sold,0.00,0.00,0.66,
  └─ Interest received,0.00,0.02,0.01,
  └─ Other investing items,-0.33,0.19,0.18,
Cash from Financing Activity,0,2,-2,
  └─ Proceeds from borrowings,0.41,2.11,0.40,
  └─ Repayment of borrowings,0.00,-0.04,-2.47,
  └─ Interest paid fin,-0.01,-0.09,-0.03,
Net Cash Flow,-0,2,-2,
  └─ Free Cash Flow,0,-1,-1,
  └─ CFO/OP,51%,6%,10%,
