Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,200,92,47,81,55,82,255,210,270
  └─ Profit from operations,228,153,126,81,116,134,169,248,379
  └─ Receivables,-8,-53,-41,25,-33,-62,26,-59,-86
  └─ Inventory,-0,1,-13,-12,-1,-8,-4,-10,-35
  └─ Payables,-3,0,-17,-8,-22,12,83,27,30
  └─ Working capital changes,-12,-51,-70,4,-56,-58,105,-42,-91
  └─ Direct taxes,-17,-9,-8,-4,-6,5,-20,4,-18
Cash from Investing Activity,-124,32,-59,-11,-76,-102,-317,-248,-233
  └─ Fixed assets purchased,-0,-4,-72,-5,-31,-107,-216,-210,-236
  └─ Fixed assets sold,1,11,15,0,2,0,6,2,20
  └─ Capital WIP,0,3,0,0,0,0,0,0,0
  └─ Investments purchased,-106,-50,-67,-94,-181,0,-45,-10,0
  └─ Investments sold,45,130,69,77,137,2,0,0,25
  └─ Interest received,1,1,3,3,2,3,19,8,7
  └─ Dividends received,0,0,0,0,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,0,0,-6,-6,0
  └─ Other investing items,-65,-59,-7,8,-6,0,-74,-32,-48
Cash from Financing Activity,-58,-147,4,-54,14,29,69,28,-39
  └─ Proceeds from borrowings,0.00,0.00,20.50,0.00,22.67,40.53,88.65,78.82,16.67
  └─ Repayment of borrowings,-39.19,-129.39,0.00,-44.42,0.00,0.00,0.00,-23.26,-19.28
  └─ Interest paid fin,-11.58,-11.57,-10.67,-9.36,-4.23,-6.07,-8.12,-11.97,-17.17
  └─ Dividends paid,-6.93,-5.81,-5.79,0.00,-4.48,-5.92,-11.84,-15.62,-19.50
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.03,0.00
Net Cash Flow,19,-23,-8,16,-7,8,7,-10,-2
  └─ Free Cash Flow,201,102,-10,76,26,-25,44,1,53
  └─ CFO/OP,132%,66%,44%,105%,52%,58%,165%,85%,81%
