Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-1,6,6,13,7,11,2,5,-10
  └─ Profit from operations,4.17,7.99,8.68,10.49,12.90,17.75,19.26,30.54,14.12
  └─ Receivables,-5.46,-0.82,-1.75,2.43,-4.99,-13.41,-13.03,-22.38,-16.81
  └─ Inventory,-3.59,0.06,-2.08,3.93,0.41,-2.09,0.96,-1.58,-8.31
  └─ Payables,2.21,2.21,0.18,-2.25,-0.02,14.43,-0.54,10.90,-3.39
  └─ Loans Advances,0.00,0.24,0.00,-1.01,0.01,-0.03,0.06,0.62,-3.66
  └─ Other WC items,1.47,-2.88,1.68,0.31,0.77,-3.63,-0.84,-9.54,11.52
  └─ Working capital changes,-5.38,-1.19,-1.97,3.41,-3.82,-4.73,-13.39,-21.98,-20.65
  └─ Direct taxes,-0.07,-0.30,-0.52,-0.60,-2.44,-2.38,-3.94,-4.01,-3.27
Cash from Investing Activity,-9,-15,-2,-1,-4,-3,-23,-9,-24
  └─ Fixed assets purchased,-10,-15,-2,-1,-3,-2,-5,-2,-3
  └─ Fixed assets sold,0,0,0,0,0,0,0,0,0
  └─ Capital WIP,0,0,0,0,0,0,-8,-11,0
  └─ Investments purchased,-0,-0,0,0,-1,0,-4,0,-74
  └─ Investments sold,0,0,0,0,0,1,0,4,0
  └─ Interest received,0,0,0,0,0,0,0,0,1
  └─ Dividends received,0,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,0,0,0,0,0,-3,-3,-0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,55
  └─ Other investing items,0,0,0,0,-0,1,-3,-1,-3
Cash from Financing Activity,15,11,-5,-7,-3,-7,21,6,33
  └─ Proceeds from shares,9.65,0.00,0.00,0.00,0.00,0.00,11.40,3.82,49.19
  └─ Proceeds from borrowings,0.00,14.36,8.75,3.69,4.11,0.48,10.35,6.72,0.00
  └─ Repayment of borrowings,0.00,-3.09,-10.64,-8.42,-5.54,-5.75,0.00,-0.13,-8.92
  └─ Interest paid fin,-1.55,-2.15,-2.88,-1.55,-1.16,-1.32,-1.65,-2.65,-4.96
  └─ Dividends paid,-0.09,-0.22,-0.34,-0.28,-0.28,-0.56,-0.70,-0.98,-1.48
  └─ Financial liabilities,0.00,0.00,-0.33,-0.13,-0.20,0.00,0.00,-0.40,-0.50
  └─ Other financing items,7.36,1.99,0.00,0.00,0.00,0.00,1.27,0.00,0.00
Net Cash Flow,5,3,-1,6,-0,0,-0,2,-1
  └─ Free Cash Flow,-11,-8,4,13,4,9,-11,-8,-13
  └─ CFO/OP,-28%,105%,63%,151%,84%,90%,33%,29%,-47%
