Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,43,19,10,10,11,3,-10,7,12
  └─ Profit from operations,23.76,24.39,15.85,25.36,5.79,18.17,6.43,26.09,40.64
  └─ Receivables,36.61,2.90,-11.23,-0.57,29.84,-31.09,22.22,-14.14,-40.43
  └─ Inventory,-6.78,3.53,-5.06,-0.91,-12.54,15.51,-33.74,-7.85,-7.00
  └─ Payables,-3.67,-9.04,10.57,-4.54,-2.82,2.29,-2.47,1.05,8.89
  └─ Other WC items,-2.07,1.56,4.60,-3.85,-3.30,0.73,-0.30,5.80,17.68
  └─ Working capital changes,24.08,-1.06,-1.12,-9.87,11.18,-12.56,-14.29,-15.14,-20.85
  └─ Direct taxes,-5.11,-4.71,-4.93,-5.43,-5.53,-2.98,-2.01,-4.28,-8.20
Cash from Investing Activity,-42,-14,-5,-8,-3,3,8,-5,-2
  └─ Fixed assets purchased,-5.42,-3.76,-15.69,-11.69,-9.77,-5.86,-1.68,-2.84,-4.70
  └─ Fixed assets sold,0.05,0.19,1.54,0.34,0.19,0.42,0.05,0.11,0.17
  └─ Investments purchased,-39.51,-14.68,0.00,0.00,0.00,0.00,0.00,-5.05,-0.14
  └─ Investments sold,0.00,0.00,5.50,1.84,5.85,7.87,7.85,0.00,0.00
  └─ Interest received,0.51,0.76,0.44,0.44,0.57,0.99,1.87,2.91,2.15
  └─ Dividends received,2.38,3.24,3.05,1.06,0.25,0.06,0.03,0.18,0.23
  └─ Other investing items,0.00,-0.01,-0.01,-0.01,-0.01,0.00,0.00,0.02,0.02
Cash from Financing Activity,-3,-3,-3,-3,-5,-3,-5,-2,-4
  └─ Proceeds from borrowings,0.00,0.00,0.62,1.01,0.00,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-0.37,0.00,-0.83,0.00,0.00
  └─ Interest paid fin,-0.01,0.00,-0.04,-0.05,-0.10,-0.53,-0.43,-0.50,-0.94
  └─ Dividends paid,-2.88,-2.87,-2.87,-2.87,-4.03,-2.89,-2.89,-1.46,-2.90
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-0.46,-0.25
  └─ Other financing items,-0.59,-0.59,-0.59,-0.59,-0.83,0.00,0.00,0.00,0.00
Net Cash Flow,-3,1,2,-0,3,3,-6,-0,5
  └─ Free Cash Flow,37,15,-4,-1,2,-3,-12,4,7
  └─ CFO/OP,211%,106%,97%,61%,290%,51%,-84%,45%,49%
