Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,15,59,13,-15,86,67,49,-10,65,107,-10,24
  └─ Profit from operations,29,34,39,31,64,55,85,137,123,122,184,254
  └─ Receivables,-20,22,21,-15,28,-6,-28,-41,37,8,-4,-8
  └─ Inventory,22,12,-35,-5,33,13,-14,-70,-71,26,-166,-195
  └─ Payables,-8,-0,-3,3,-26,22,21,-27,22,-24,10,32
  └─ Other WC items,0,0,3,-19,4,-2,10,28,-8,6,4,10
  └─ Working capital changes,-6,33,-14,-35,40,27,-10,-109,-20,17,-156,-162
  └─ Direct taxes,-8,-9,-11,-11,-18,-14,-25,-38,-38,-32,-38,-68
Cash from Investing Activity,-1,9,-16,27,-11,-24,-12,95,-2,-28,63,-71
  └─ Fixed assets purchased,-2,-3,-2,-2,-3,-2,-30,-4,-9,-7,-7,-16
  └─ Fixed assets sold,2,0,0,0,1,0,18,0,0,3,0,0
  └─ Investments purchased,-311,-130,-115,-49,-90,-144,-87,-14,-31,-75,-4,-84
  └─ Investments sold,307,137,97,74,75,115,84,110,37,49,73,21
  └─ Interest received,2,2,3,2,5,5,4,2,1,2,1,7
  └─ Dividends received,1,3,1,1,2,1,1,0,0,0,0,0
Cash from Financing Activity,-0,-45,-27,4,-41,-52,-0,-90,-31,-54,-16,171
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,0,198
  └─ Proceeds from borrowings,0,0,0,6,0,0,15,0,0,0,9,24
  └─ Repayment of borrowings,5,-35,-17,0,-11,-19,0,-20,-3,0,0,0
  └─ Interest paid fin,-2,-2,-2,-2,-2,-1,-0,-1,-0,-0,-0,-1
  └─ Dividends paid,-3,-9,-6,0,-8,-14,-14,-13,-28,-13,-21,-42
  └─ Financial liabilities,0,0,0,0,0,0,0,0,0,0,-3,-7
  └─ Other financing items,0,0,-2,-0,-19,-19,-0,-57,-0,-41,0,0
Net Cash Flow,14,22,-30,16,34,-9,37,-5,32,26,37,124
  └─ Free Cash Flow,15,56,11,-16,84,66,36,-13,56,103,-18,8
  └─ CFO/OP,105%,214%,87%,-15%,187%,183%,95%,22%,99%,121%,17%,45%
