Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-42,39,-55,16,-13,35,33,14,17,83,0
  └─ Profit from operations,5.44,9.63,17.84,19.47,5.05,7.15,8.85,12.68,15.96,19.75,18.16,0.00
  └─ Receivables,1.95,-5.84,-0.35,-2.88,2.11,8.82,0.56,-1.49,-0.58,0.54,-0.52,0.00
  └─ Inventory,-10.83,-43.17,14.05,-82.65,24.82,-23.71,23.86,12.01,-0.31,0.72,67.32,0.00
  └─ Payables,7.72,19.76,-15.00,17.61,-11.96,-5.48,3.11,9.16,-13.91,-2.33,1.28,0.00
  └─ Loans Advances,-4.92,-16.30,1.13,1.70,-0.58,0.71,0.04,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,4.12,3.88,23.50,-2.75,1.26,0.24,-1.96,1.67,3.11,-0.80,-3.04,0.00
  └─ Working capital changes,-1.96,-41.67,23.33,-68.97,15.65,-19.41,25.62,21.35,-11.69,-1.88,65.04,0.00
  └─ Direct taxes,-0.91,-9.70,-1.82,-5.07,-4.74,-0.53,0.49,-0.71,9.84,-0.71,-0.59,0.00
Cash from Investing Activity,25,16,-9,1,-8,3,-37,-45,-44,-21,49,0
  └─ Fixed assets purchased,-1.02,-3.57,-2.07,-3.87,-10.70,-8.96,-41.15,-47.78,-47.37,-24.47,-41.13,0.00
  └─ Fixed assets sold,0.02,0.03,0.07,0.14,0.00,0.02,0.74,0.02,0.05,0.00,0.00,0.00
  └─ Investments purchased,-14.83,-53.62,-89.28,-27.39,-78.55,-81.24,-38.44,-34.87,-72.19,-48.97,-17.31,0.00
  └─ Investments sold,37.26,66.77,81.65,31.61,79.58,88.09,41.63,33.20,66.26,45.40,101.27,0.00
  └─ Interest received,1.35,2.42,0.86,0.45,1.53,1.37,1.05,0.74,1.05,1.46,0.11,0.00
  └─ Dividends received,0.40,0.12,0.62,0.06,0.00,0.00,0.29,2.04,2.60,3.93,0.62,0.00
  └─ Other investing items,1.42,3.60,-0.64,-0.05,0.21,3.80,-1.47,1.97,5.46,1.31,5.38,0.00
Cash from Financing Activity,-22,29,-28,57,-19,17,-5,10,26,2,-130,0
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.84,0.00,0.00
  └─ Proceeds from borrowings,4.53,45.42,0.00,63.26,0.00,27.74,0.92,14.71,35.19,8.67,0.00,0.00
  └─ Repayment of borrowings,-22.54,-12.84,-20.40,0.00,-10.09,0.00,0.00,-0.01,-0.38,-16.84,-126.62,0.00
  └─ Interest paid fin,-0.79,-1.95,-3.58,-2.64,-4.98,-4.71,-2.89,-3.52,-7.83,-11.71,-2.88,0.00
  └─ Dividends paid,-2.94,-1.49,-3.53,-3.54,-3.53,-3.56,-1.48,-1.48,-1.47,-0.01,-0.01,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,-2.80,-1.52,-0.01,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.59,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00
Net Cash Flow,5,3,3,3,-11,7,-7,-2,-5,-2,2,0
  └─ Free Cash Flow,2,-45,37,-58,5,-22,-5,-14,-33,-7,41,0
  └─ CFO/OP,60%,-92%,235%,-260%,419%,-177%,405%,270%,27%,91%,467%,0%
