Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-10,212,304,460,-234,797,1129,32,224,789,1003,1381
  └─ Profit from operations,145,168,293,580,727,645,1109,940,821,1369,1405,1572
  └─ Receivables,-74,2,-92,-138,-330,190,56,-150,-398,-42,-170,192
  └─ Inventory,79,21,-43,-127,-286,-26,165,-128,-371,-125,167,-100
  └─ Payables,-138,32,159,341,26,78,-35,-246,369,-249,76,492
  └─ Other WC items,0,-17,31,-93,-155,85,86,-128,-9,76,-117,-210
  └─ Working capital changes,-133,37,55,-18,-745,327,272,-653,-410,-339,-43,374
  └─ Direct taxes,-21,7,-44,-102,-217,-175,-253,-255,-186,-241,-358,-565
Cash from Investing Activity,17,-44,-155,-374,-18,-421,-2195,-1856,-62,-759,-194,-1128
  └─ Fixed assets purchased,-55,-49,-79,-120,-164,-195,-126,-186,-219,-283,-256,-317
  └─ Fixed assets sold,0,2,14,14,11,5,10,34,6,15,9,5
  └─ Investments purchased,-0,-3,-161,-311,0,-210,-977,-2840,-423,-136,-234,-2271
  └─ Investments sold,0,0,0,0,179,0,0,34,670,21,0,0
  └─ Interest received,42,32,30,25,36,45,48,107,12,21,113,141
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,0,-92,-60,-116,-17,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,8,0,0,0,0,0,0,0,0
  └─ Other investing items,30,-26,42,10,11,-6,-1034,1012,-108,-397,173,1315
Cash from Financing Activity,1,-191,-113,-1,191,-300,1003,1810,-71,25,-702,-420
  └─ Proceeds from shares,0,1,30,251,3,0,1058,1902,21,13,25,3
  └─ Proceeds from borrowings,98,35,17,0,273,0,0,0,0,149,0,34
  └─ Repayment of borrowings,-38,-167,-120,-213,-42,-261,-17,-3,0,0,-365,0
  └─ Interest paid fin,-50,-46,-29,-22,-14,-10,-8,-10,-9,-37,-25,-16
  └─ Dividends paid,-6,-13,-13,-16,-29,-26,-25,-74,-76,-76,-305,-396
  └─ Financial liabilities,0,0,0,0,0,-3,-5,-6,-7,-26,-30,-45
  └─ Other financing items,-1,-2,2,-0,0,0,0,0,0,0,0,0
Net Cash Flow,8,-23,36,85,-61,76,-63,-14,91,54,107,-167
  └─ Free Cash Flow,-65,166,238,354,-387,607,1013,-120,11,521,757,1069
  └─ CFO/OP,15%,127%,130%,102%,-2%,147%,123%,30%,53%,91%,117%,130%
