Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,0,16,8,-8,7,21,20,16,10,75
  └─ Profit from operations,,5,11,9,1,18,25,18,58,42,55
  └─ Receivables,,-1,-1,-0,1,-0,-2,0,-1,-1,-2
  └─ Inventory,,3,8,1,-8,-1,2,8,-33,-14,44
  └─ Payables,,-10,0,-0,0,0,1,1,3,1,2
  └─ Other WC items,,4,-1,0,0,-9,-1,1,1,-6,-11
  └─ Working capital changes,,-4,7,1,-7,-11,0,9,-31,-21,33
  └─ Direct taxes,,-1,-1,-2,-2,-1,-5,-7,-12,-11,-12
Cash from Investing Activity,,3,1,-0,2,-2,-18,-19,-10,8,-79
  └─ Fixed assets purchased,,-0,-0,-1,-0,-0,-1,-0,-0,-0,-2
  └─ Investments purchased,,0,0,0,-0,-2,-2,-21,-10,0,-74
  └─ Investments sold,,0,0,0,0,0,0,0,0,17,0
  └─ Interest received,,3,1,0,2,0,0,0,0,0,-2
  └─ Dividends received,,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,,0,0,0,0,0,-15,2,0,-8,-1
Cash from Financing Activity,,-2,-14,-6,0,-4,1,-4,-4,-21,2
  └─ Proceeds from shares,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
  └─ Proceeds from borrowings,,0.06,0.18,0.11,1.31,0.01,1.87,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,,0.00,0.00,-4.76,0.00,-2.64,0.00,-1.83,-0.05,-0.01,0.00
  └─ Interest paid fin,,-2.05,-1.16,-0.29,-0.48,-0.06,-0.07,-0.07,-0.05,-0.09,-0.03
  └─ Dividends paid,,-0.38,-0.85,-0.73,-0.77,-0.81,-1.23,-2.43,-3.60,-20.89,-17.83
  └─ Other financing items,,0.80,-12.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,,2,3,2,-6,1,4,-3,2,-2,-1
  └─ Free Cash Flow,,0,16,7,-8,7,20,20,15,10,73
  └─ CFO/OP,,11%,147%,103%,-247%,41%,103%,143%,50%,46%,178%
