Metric,Mar 2025,Mar 2026
Cash from Operating Activity,7,4
  └─ Profit from operations,15.27,15.18
  └─ Receivables,-8.74,-5.29
  └─ Inventory,0.69,-0.20
  └─ Payables,-0.99,-0.66
  └─ Loans Advances,2.37,0.76
  └─ Other WC items,2.28,-1.95
  └─ Working capital changes,-4.39,-7.34
  └─ Direct taxes,-3.39,-3.58
Cash from Investing Activity,-1,-0
  └─ Fixed assets purchased,-1.58,-0.35
  └─ Other investing items,0.52,-0.09
Cash from Financing Activity,-5,-3
  └─ Repayment of borrowings,-4.01,-3.22
  └─ Interest paid fin,-0.67,-0.20
Net Cash Flow,2,0
  └─ Free Cash Flow,6,4
  └─ CFO/OP,71%,58%
