Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,5,42,101,-102,-47,-63
  └─ Profit from operations,11,16,51,82,171,275,281
  └─ Receivables,-3,8,2,-21,-80,-189,-23
  └─ Inventory,5,-1,-6,-1,-25,-7,9
  └─ Payables,-6,-4,6,62,66,4,74
  └─ Loans Advances,-0,0,-0,-0,-0,-0,-1
  └─ Other WC items,-7,-11,-6,3,-209,-58,-341
  └─ Working capital changes,-11,-8,-4,43,-249,-250,-281
  └─ Direct taxes,-2,-3,-6,-24,-24,-72,-63
Cash from Investing Activity,-1,-3,-26,-141,-106,-263,-122
  └─ Fixed assets purchased,-2,-1,-4,-11,-33,-47,-182
  └─ Fixed assets sold,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,0,0,0,-112
  └─ Investments sold,0,0,0,0,0,0,57
  └─ Interest received,1,1,1,3,8,16,30
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0
  └─ Other investing items,0,-2,-23,-134,-81,-232,85
Cash from Financing Activity,1,-1,-16,42,207,471,75
  └─ Proceeds from shares,0,0,0,0,55,526,0
  └─ Proceeds from borrowings,4,5,0,46,177,69,141
  └─ Repayment of borrowings,-0,-0,-12,0,-8,-70,-75
  └─ Interest paid fin,-3,-6,-4,-8,-22,-43,-36
  └─ Other financing items,0,0,1,4,5,-12,44
Net Cash Flow,-2,1,-0,2,-2,162,-110
  └─ Free Cash Flow,-4,4,38,90,-135,-93,-245
  └─ CFO/OP,-1%,52%,94%,153%,-47%,10%,0%
