Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,3,-0,-4,-5,-9,-2,-14
  └─ Profit from operations,0.00,-3.54,-4.37,-5.34,-7.60,-7.08,-6.18,-11.94
  └─ Loans Advances,0.00,3.08,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.00,3.43,3.95,1.06,2.75,-1.48,3.99,-2.18
  └─ Working capital changes,0.00,6.51,3.95,1.06,2.75,-1.48,3.99,-2.18
  └─ Direct taxes,0.00,0.09,-0.01,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,0,-11,0,-3,3,-2,-24,-11
  └─ Fixed assets purchased,0.00,-8.18,0.00,0.00,0.00,0.00,-23.18,-12.48
  └─ Capital WIP,0.00,-3.54,0.00,-3.42,-0.08,0.00,0.00,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.60,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.00,0.42,0.00,0.03,0.11,0.00,0.03,0.11
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,1.25,2.91,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,-0.47,0.49,-1.97,-0.50,1.07
Cash from Financing Activity,0,8,0,8,1,10,27,25
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.87,24.75,0.00,0.00
  └─ Proceeds from borrowings,0.00,9.86,2.41,9.70,0.85,5.25,15.87,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,-1.60,-0.39,-19.08,-3.08,-3.57
  └─ Interest paid fin,0.00,-0.95,-2.14,-0.39,0.00,-0.28,-2.15,-1.86
  └─ Other financing items,0.00,-0.64,0.00,0.00,-0.19,-0.14,16.40,30.47
Net Cash Flow,0,0,0,0,-0,-0,1,-0
  └─ Free Cash Flow,0,-9,-0,-8,-5,-9,-25,-27
  └─ CFO/OP,0%,-54%,10%,83%,67%,135%,41%,118%
