Metric,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,,,1,-1,3,1,-1,-18,-3,-16
  └─ Profit from operations,,,1.49,1.60,4.11,3.61,0.15,3.69,4.34,17.40
  └─ Receivables,,,0.20,1.20,0.17,-1.63,-2.15,-1.21,-7.49,-2.41
  └─ Inventory,,,-1.31,-1.39,1.48,-1.83,-2.82,-7.71,-3.09,-20.95
  └─ Payables,,,-0.08,-1.59,-1.29,1.05,2.08,3.68,2.58,6.09
  └─ Loans Advances,,,-0.03,-0.66,-0.23,0.20,-0.41,-15.53,1.03,-14.67
  └─ Operating borrowings,,,-0.24,-0.19,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,,,1.23,0.50,-0.63,-0.05,2.62,0.03,0.82,-0.60
  └─ Working capital changes,,,-0.23,-2.12,-0.51,-2.27,-0.68,-20.74,-6.16,-32.53
  └─ Direct taxes,,,0.00,-0.16,-0.40,-0.58,-0.52,-0.58,-0.85,-0.77
Cash from Investing Activity,,,-3,-1,1,-1,-1,-18,-2,-5
  └─ Fixed assets purchased,,,-2.69,-0.99,-0.75,-1.05,-2.28,-2.42,-0.71,-3.91
  └─ Fixed assets sold,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34
  └─ Capital WIP,,,0.00,0.00,0.00,0.00,0.00,-2.54,-1.77,-1.18
  └─ Investments purchased,,,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-0.62
  └─ Investments sold,,,0.00,0.00,0.00,0.01,1.45,0.00,0.00,0.00
  └─ Interest received,,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,,,0.00,0.00,1.26,0.04,0.09,-12.73,1.08,0.49
Cash from Financing Activity,,,1,1,-4,0,2,36,5,23
  └─ Proceeds from shares,,,0.00,3.50,0.00,0.00,3.09,35.24,5.18,2.93
  └─ Proceeds from borrowings,,,1.26,0.00,0.00,0.34,0.00,1.29,2.22,2.11
  └─ Repayment of borrowings,,,0.00,-2.13,-2.82,0.00,-1.09,-9.03,-0.95,0.00
  └─ Interest paid fin,,,0.00,0.00,-1.34,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,,,0.00,0.00,0.00,0.00,0.00,8.16,-1.29,17.66
Net Cash Flow,,,-0,-0,-0,0,0,0,1,2
  └─ Free Cash Flow,,,-1,-2,2,-0,-3,-23,-5,-21
  └─ CFO/OP,,,131%,-59%,353%,58%,-18%,-728%,1213%,367%
