Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,-1,9,12,12,8,21
  └─ Profit from operations,9.01,6.98,16.02,22.02,29.35,27.64,28.29
  └─ Receivables,4.33,-4.32,-6.41,-2.89,-9.53,-2.20,-2.12
  └─ Inventory,-6.93,1.51,-5.16,-5.24,-3.08,-8.42,-6.90
  └─ Payables,-0.27,-1.93,3.50,1.25,1.39,8.68,-6.48
  └─ Loans Advances,0.00,0.00,0.00,0.00,-1.58,-10.92,11.13
  └─ Other WC items,-0.96,-2.69,3.44,-0.23,-0.78,-2.83,1.55
  └─ Working capital changes,-3.83,-7.44,-4.63,-7.11,-13.58,-15.70,-2.82
  └─ Interest paid,-0.15,-0.16,-0.08,-0.10,0.00,0.00,0.00
  └─ Direct taxes,-0.47,-0.49,-1.70,-2.51,-3.34,-3.78,-4.90
  └─ Other operating items,-2.47,-0.06,-0.26,-0.47,0.00,0.00,0.00
Cash from Investing Activity,1,-2,-15,-14,-12,-32,-58
  └─ Fixed assets purchased,-1,-1,-12,-15,-14,-31,-51
  └─ Fixed assets sold,0,0,0,0,0,0,0
  └─ Investments purchased,0,0,0,0,0,-0,-5
  └─ Interest received,0,0,0,0,0,0,-2
  └─ Other investing items,2,-1,-3,1,2,-0,0
Cash from Financing Activity,-4,4,5,2,1,35,32
  └─ Proceeds from shares,0.00,2.00,3.00,0.00,4.49,45.02,0.00
  └─ Proceeds from borrowings,4.88,8.38,7.54,9.24,5.02,7.53,47.47
  └─ Repayment of borrowings,-2.21,0.00,0.00,0.00,0.00,-6.49,0.00
  └─ Interest paid fin,0.00,0.16,0.08,0.10,-9.48,-10.00,-13.71
  └─ Dividends paid,-0.75,-0.75,-0.27,0.00,0.00,-1.45,-1.95
  └─ Other financing items,-5.68,-5.87,-5.63,-7.06,0.98,0.69,0.50
Net Cash Flow,-1,1,-1,1,2,12,-5
  └─ Free Cash Flow,1,-2,-3,-3,-2,-23,-30
  └─ CFO/OP,40%,-10%,70%,67%,53%,44%,93%
