Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,148,155,131,184,184,148,28,370,329,400,477
  └─ Profit from operations,177,193,199,254,168,150,265,235,303,366,462
  └─ Receivables,-2,-74,-68,-88,140,-267,-137,109,21,-60,18
  └─ Inventory,-29,14,-114,-62,24,-136,-252,-58,-0,110,-5
  └─ Payables,13,48,122,134,-159,387,178,53,32,8,73
  └─ Other WC items,0,-6,23,-31,22,4,1,42,1,-15,-38
  └─ Working capital changes,-18,-18,-37,-47,27,-12,-210,146,54,44,48
  └─ Direct taxes,-11,-20,-30,-23,-11,11,-27,-11,-28,-10,-33
Cash from Investing Activity,-69,-75,-135,-230,-242,-118,-120,-152,-150,-213,-292
  └─ Fixed assets purchased,-77,-79,-212,-241,-244,-120,-135,-155,-150,-209,-277
  └─ Fixed assets sold,3,2,17,8,1,1,14,2,0,1,2
  └─ Investments purchased,0,-0,-0,-0,0,0,0,0,-4,-11,-26
  └─ Investments sold,4,1,58,0,0,0,0,0,0,0,2
  └─ Interest received,1,1,2,3,1,1,1,1,2,3,6
  └─ Dividends received,0,0,0,1,1,0,0,1,2,3,1
Cash from Financing Activity,-82,-75,9,38,70,-31,84,-216,-146,-188,-175
  └─ Proceeds from borrowings,51,21,67,203,226,176,272,104,129,172,126
  └─ Repayment of borrowings,-44,-35,-91,-74,-71,-137,-109,-180,-135,-207,-134
  └─ Interest paid fin,-56,-46,-47,-67,-61,-61,-69,-104,-120,-113,-118
  └─ Dividends paid,-10,-15,-20,-22,-22,-6,-2,-27,-10,-29,-30
  └─ Financial liabilities,-1,-1,-2,-2,-2,-3,-8,-9,-10,-11,-19
  └─ Other financing items,-22,3,101,0,0,0,0,0,0,0,0
Net Cash Flow,-2,5,5,-9,12,-0,-9,3,34,-0,11
  └─ Free Cash Flow,74,78,-64,-50,-60,29,-94,217,179,192,203
  └─ CFO/OP,92%,94%,81%,84%,114%,96%,22%,173%,134%,117%,124%
