Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-10,109,102,77,21,361,285,58,595,1349,1661,2668
  └─ Profit from operations,65,98,165,191,233,542,180,569,1079,1919,2723,3618
  └─ Receivables,-19,-1,24,-54,-11,-20,-39,-103,-101,-208,-203,-196
  └─ Inventory,-3,-19,-26,-39,-152,-89,179,-439,-494,-222,-462,-243
  └─ Payables,-6,27,-9,43,49,26,-11,134,332,178,212,311
  └─ Other WC items,-34,24,-12,-13,-21,-15,-23,-22,-30,-20,-115,-270
  └─ Working capital changes,-61,31,-24,-64,-135,-97,106,-430,-293,-272,-568,-399
  └─ Interest paid,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Direct taxes,-13,-20,-38,-50,-77,-83,-1,-82,-191,-299,-494,-551
Cash from Investing Activity,-306,-98,-44,-4,-37,-809,18,56,-103,-508,-923,-1577
  └─ Fixed assets purchased,-158,-139,-71,-107,-203,-156,-113,-271,-503,-737,-1268,-1763
  └─ Fixed assets sold,2,8,2,1,7,42,22,61,280,343,407,26
  └─ Investments purchased,-2739,-1007,-937,-972,-1285,-2895,-591,-1322,-1610,-1938,-3885,-4825
  └─ Investments sold,2521,989,951,1065,1510,2237,731,1530,1616,1808,3726,4863
  └─ Interest received,22,14,17,16,16,19,21,15,8,2,6,17
  └─ Dividends received,0,35,2,1,2,15,5,109,148,75,1,34
  └─ Redemp n Canc of Shares,0,13,0,0,0,0,0,0,0,0,126,146
  └─ Acquisition of companies,0,-11,-8,-7,-85,-22,-45,-66,-52,-62,-37,-92
  └─ Other investing items,45,0,0,0,0,-49,-12,0,10,0,0,16
Cash from Financing Activity,310,-13,-51,-74,37,452,-283,-108,-491,-629,-694,-1148
  └─ Proceeds from shares,0,310,100,0,0,1032,0,551,46,36,93,0
  └─ Proceeds from borrowings,0,4,238,382,392,93,0,0,173,0,0,0
  └─ Repayment of borrowings,-1,0,-48,-282,-286,-186,0,-301,-173,-0,0,0
  └─ Interest paid fin,-11,-21,-36,-32,-23,-251,-184,-246,-359,-309,-134,-173
  └─ Dividends paid,-27,-76,-1,-40,-46,-52,-36,-43,-39,-78,-114,-177
  └─ Financial liabilities,0,0,0,0,0,-84,-63,-69,-140,-277,-540,-797
  └─ Share application money,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Application money refund,0,-0,0,0,0,0,0,0,0,0,0,0
  └─ Other financing items,349,-230,-303,-102,-0,-100,-0,0,0,0,0,0
Net Cash Flow,-6,-2,7,-1,21,5,20,6,1,211,44,-57
  └─ Free Cash Flow,-166,-21,34,-30,-174,247,194,-152,371,955,799,931
  └─ CFO/OP,4%,144%,105%,61%,41%,84%,251%,23%,71%,84%,76%,86%
