Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,1,8,-1,6,-18
  └─ Profit from operations,2.43,6.52,10.17,19.71,21.28
  └─ Receivables,-1.57,1.28,-1.87,-2.47,-8.78
  └─ Inventory,0.00,0.00,-0.15,-0.98,-0.26
  └─ Payables,-0.13,0.25,0.95,1.97,4.12
  └─ Loans Advances,0.00,-1.44,-1.42,-0.35,0.28
  └─ Other WC items,0.00,1.19,-8.87,-10.93,-34.13
  └─ Working capital changes,-1.70,1.28,-11.35,-12.76,-38.77
  └─ Direct taxes,0.00,-0.22,0.00,-0.77,-0.20
Cash from Investing Activity,-1,-9,-12,-24,-33
  └─ Fixed assets purchased,-0.73,-4.34,-4.90,-29.02,-26.47
  └─ Capital WIP,0.00,-0.38,-4.49,4.46,-5.03
  └─ Interest received,0.00,0.01,0.00,0.16,0.62
  └─ Other investing items,0.00,-3.83,-2.42,0.19,-1.81
Cash from Financing Activity,0,1,21,42,23
  └─ Proceeds from shares,0.00,0.00,25.43,67.59,0.00
  └─ Proceeds from borrowings,3.35,2.34,4.49,0.00,25.68
  └─ Repayment of borrowings,0.00,0.00,-5.34,-22.16,-0.02
  └─ Interest paid fin,-3.05,-3.53,-3.53,-5.10,-2.92
  └─ Other financing items,0.00,2.18,-0.09,2.01,0.00
Net Cash Flow,0,0,8,24,-28
  └─ Free Cash Flow,0,3,-11,-18,-49
  └─ CFO/OP,30%,124%,-12%,36%,-89%
